county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee
LaRue,A101,President,,REP,Ryan L. BINKLEY,1,0,1,0
LaRue,A101,President,,REP,Vivek RAMASWAMY,1,0,1,0
LaRue,A101,President,,REP,Ron DeSANTIS,5,0,5,0
LaRue,A101,President,,REP,Donald J. TRUMP,116,42,70,4
LaRue,A101,President,,REP,Chris CHRISTIE,0,0,0,0
LaRue,A101,President,,REP,Nikki R. HALEY,4,1,3,0
LaRue,A101,President,,REP,UNCOMMITTED,3,3,0,0
LaRue,A101,President,,REP,Total Votes,130,46,80,4
LaRue,A101,President,,REP,Under Votes,0,0,0,0
LaRue,A101,President,,REP,Over Votes,0,0,0,0
LaRue,A101,State House,24,REP,Ryan BIVENS,104,34,66,4
LaRue,A101,State House,24,REP,Asa L. T. WAGGONER,25,12,13,0
LaRue,A101,State House,24,REP,Total Votes,129,46,79,4
LaRue,A101,State House,24,REP,Under Votes,1,0,1,0
LaRue,A101,State House,24,REP,Over Votes,0,0,0,0
LaRue,A101,President,,DEM,Joseph R. BIDEN JR.,32,6,23,3
LaRue,A101,President,,DEM,Marianne WILLIAMSON,6,0,6,0
LaRue,A101,President,,DEM,Dean PHILLIPS,1,0,1,0
LaRue,A101,President,,DEM,UNCOMMITTED,15,4,10,1
LaRue,A101,President,,DEM,Total Votes,54,10,40,4
LaRue,A101,President,,DEM,Under Votes,3,2,0,1
LaRue,A101,President,,DEM,Over Votes,0,0,0,0
LaRue,A101,U.S. House,2,DEM,Hank LINDERMAN,23,5,17,1
LaRue,A101,U.S. House,2,DEM,William Dakota COMPTON,27,5,20,2
LaRue,A101,U.S. House,2,DEM,Total Votes,50,10,37,3
LaRue,A101,U.S. House,2,DEM,Under Votes,7,2,3,2
LaRue,A101,U.S. House,2,DEM,Over Votes,0,0,0,0
LaRue,A103,President,,REP,Ryan L. BINKLEY,0,0,0,0
LaRue,A103,President,,REP,Vivek RAMASWAMY,0,0,0,0
LaRue,A103,President,,REP,Ron DeSANTIS,4,2,2,0
