county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee
Harlan,,President,,REP,Ryan L. BINKLEY,4,0,3,1
Harlan,,President,,REP,Vivek RAMASWAMY,4,0,4,0
Harlan,,President,,REP,Ron DeSANTIS,23,4,18,1
Harlan,,President,,REP,Donald J. TRUMP,0,191,0,26
Harlan,,President,,REP,Chris CHRISTIE,6,2,3,1
Harlan,,President,,REP,Nikki R. HALEY,35,7,28,0
Harlan,,President,,REP,UNCOMMITTED,35,2,33,0
Harlan,,President,,REP,Total Votes,0,206,0,29
Harlan,,President,,REP,Under Votes,3,1,2,0
Harlan,,President,,REP,Over Votes,0,0,0,0
Harlan,,U.S. House,5,REP,Dana EDWARDS,106,8,98,0
Harlan,,U.S. House,5,REP,Hal ROGERS,0,183,0,29
Harlan,,U.S. House,5,REP,Brandon MONHOLLEN,160,10,150,0
Harlan,,U.S. House,5,REP,David E. KRAFTCHAK JR.,27,1,26,0
Harlan,,U.S. House,5,REP,Total Votes,0,202,0,29
Harlan,,U.S. House,5,REP,Under Votes,61,5,56,0
Harlan,,U.S. House,5,REP,Over Votes,0,0,0,0
Harlan,,State Senate,29,REP,Shawn Andrew GILLEY,123,8,114,1
Harlan,,State Senate,29,REP,Johnnie L. TURNER,0,160,0,23
Harlan,,State Senate,29,REP,Randy THOMPSON,396,36,355,5
Harlan,,State Senate,29,REP,Total Votes,0,204,0,29
Harlan,,State Senate,29,REP,Under Votes,35,3,32,0
Harlan,,State Senate,29,REP,Over Votes,2,0,2,0
Harlan,,President,,DEM,Joseph R. BIDEN JR.,217,33,168,16
Harlan,,President,,DEM,Marianne WILLIAMSON,27,4,21,2
Harlan,,President,,DEM,Dean PHILLIPS,53,5,48,0
Harlan,,President,,DEM,UNCOMMITTED,135,6,125,4
Harlan,,President,,DEM,Total Votes,432,48,362,22
Harlan,,President,,DEM,Under Votes,13,0,13,0
Harlan,,President,,DEM,Over Votes,2,0,2,0
