county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee
Hardin,A001,President,,REP,Ryan L. BINKLEY,0,0,0,0
Hardin,A001,President,,REP,Vivek RAMASWAMY,0,0,0,0
Hardin,A001,President,,REP,Ron DeSANTIS,0,0,0,0
Hardin,A001,President,,REP,Donald J. TRUMP,31,0,30,1
Hardin,A001,President,,REP,Chris CHRISTIE,0,0,0,0
Hardin,A001,President,,REP,Nikki R. HALEY,0,0,0,0
Hardin,A001,President,,REP,UNCOMMITTED,1,0,1,0
Hardin,A001,President,,REP,Total Votes,32,0,31,1
Hardin,A001,President,,DEM,Joseph R. BIDEN JR.,24,0,22,2
Hardin,A001,President,,DEM,Marianne WILLIAMSON,2,0,2,0
Hardin,A001,President,,DEM,Dean PHILLIPS,3,0,3,0
Hardin,A001,President,,DEM,UNCOMMITTED,6,1,5,0
Hardin,A001,President,,DEM,Total Votes,35,1,32,2
Hardin,A001,U.S. House,2,DEM,Hank LINDERMAN,18,0,17,1
Hardin,A001,U.S. House,2,DEM,William Dakota COMPTON,17,1,15,1
Hardin,A001,U.S. House,2,DEM,Total Votes,35,1,32,2
Hardin,A002,President,,REP,Ryan L. BINKLEY,0,0,0,0
Hardin,A002,President,,REP,Vivek RAMASWAMY,1,0,1,0
Hardin,A002,President,,REP,Ron DeSANTIS,1,0,1,0
Hardin,A002,President,,REP,Donald J. TRUMP,34,8,26,0
Hardin,A002,President,,REP,Chris CHRISTIE,3,1,2,0
Hardin,A002,President,,REP,Nikki R. HALEY,5,1,4,0
Hardin,A002,President,,REP,UNCOMMITTED,0,0,0,0
Hardin,A002,President,,REP,Total Votes,44,10,34,0
Hardin,A002,President,,DEM,Joseph R. BIDEN JR.,37,16,20,1
Hardin,A002,President,,DEM,Marianne WILLIAMSON,4,1,3,0
Hardin,A002,President,,DEM,Dean PHILLIPS,1,0,1,0
Hardin,A002,President,,DEM,UNCOMMITTED,3,0,3,0
Hardin,A002,President,,DEM,Total Votes,45,17,27,1
Hardin,A002,U.S. House,2,DEM,Hank LINDERMAN,22,8,14,0
Hardin,A002,U.S. House,2,DEM,William Dakota COMPTON,21,8,12,1
Hardin,A002,U.S. House,2,DEM,Total Votes,43,16,26,1
Hardin,A003,President,,REP,Ryan L. BINKLEY,0,0,0,0
Hardin,A003,President,,REP,Vivek RAMASWAMY,0,0,0,0
Hardin,A003,President,,REP,Ron DeSANTIS,0,0,0,0
Hardin,A003,President,,REP,Donald J. TRUMP,13,3,10,0
Hardin,A003,President,,REP,Chris CHRISTIE,0,0,0,0
Hardin,A003,President,,REP,Nikki R. HALEY,1,1,0,0
Hardin,A003,President,,REP,UNCOMMITTED,1,0,1,0
Hardin,A003,President,,REP,Total Votes,15,4,11,0
Hardin,A003,President,,DEM,Joseph R. BIDEN JR.,16,7,8,1
Hardin,A003,President,,DEM,Marianne WILLIAMSON,1,0,1,0
Hardin,A003,President,,DEM,Dean PHILLIPS,2,0,2,0
Hardin,A003,President,,DEM,UNCOMMITTED,1,0,1,0
Hardin,A003,President,,DEM,Total Votes,20,7,12,1
Hardin,A003,U.S. House,2,DEM,Hank LINDERMAN,13,4,8,1
