county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee
Henry,A101,STRAIGHT PARTY,,REP,Republican Party,371,103,254,14
Henry,A101,STRAIGHT PARTY,,DEM,Democratic Party,174,44,107,23
Henry,A101,STRAIGHT PARTY,,KY,Kentucky Party,7,0,7,0
Henry,A101,STRAIGHT PARTY,,LIB,Libertarian Party,5,2,3,0
Henry,A101,STRAIGHT PARTY,,,Total Votes,557,149,371,37
Henry,A101,STRAIGHT PARTY,,,Under Votes,519,147,348,24
Henry,A101,STRAIGHT PARTY,,,Over Votes,1,1,0,0
Henry,A101,President,,REP,Donald J. TRUMP / JD VANCE,753,214,512,27
Henry,A101,President,,DEM,Kamala D. HARRIS / Tim WALZ,304,80,192,32
Henry,A101,President,,KY,Jill  STEIN / Samson KPADENOU,3,1,2,0
Henry,A101,President,,IND,Robert F. KENNEDY JR. / Nicole SHANAHAN,9,0,8,1
Henry,A101,President,,IND,Shiva AYYADURAI / Crystal ELLIS,0,0,0,0
Henry,A101,President,,LIB,Chase OLIVER / Mike TER MAAT,1,0,1,0
Henry,A101,President,,,Write In Total,0,0,0,0
Henry,A101,President,,,Total Votes,1070,295,715,60
Henry,A101,President,,,Under Votes,6,2,3,1
Henry,A101,President,,,Over Votes,1,0,1,0
Henry,A101,U.S. House,4,REP,Thomas MASSIE,832,223,577,32
Henry,A101,U.S. House,4,,Write In Total,2,1,1,0
Henry,A101,U.S. House,4,,Total Votes,834,224,578,32
Henry,A101,U.S. House,4,,Under Votes,243,73,141,29
Henry,A101,U.S. House,4,,Over Votes,0,0,0,0
Henry,A101,State Senate,7,REP,Aaron REED,737,208,505,24
Henry,A101,State Senate,7,DEM,Rhonda DAVIS,317,83,200,34
Henry,A101,State Senate,7,,Total Votes,1054,291,705,58
Henry,A101,State Senate,7,,Under Votes,23,6,14,3
Henry,A101,State Senate,7,,Over Votes,0,0,0,0
Henry,A101,State House,47,REP,Felicia RABOURN,703,194,483,26
Henry,A101,State House,47,DEM,Robb ADAMS,350,96,221,33
Henry,A101,State House,47,,Total Votes,1053,290,704,59
Henry,A101,State House,47,,Under Votes,24,7,15,2
Henry,A101,State House,47,,Over Votes,0,0,0,0
Henry,A101,Commonwealth's Attorney,12,REP,Courtney T. BAXTER,830,229,568,33
Henry,A101,Commonwealth's Attorney,12,,Total Votes,830,229,568,33
Henry,A101,Commonwealth's Attorney,12,,Under Votes,247,68,151,28
Henry,A101,Commonwealth's Attorney,12,,Over Votes,0,0,0,0
Henry,A101,Circuit Clerk,,REP,Jennifer RANKIN,848,231,582,35
Henry,A101,Circuit Clerk,,,Total Votes,848,231,582,35
Henry,A101,Circuit Clerk,,,Under Votes,228,66,136,26
Henry,A101,Circuit Clerk,,,Over Votes,1,0,1,0
Henry,A101,COUNTY SURVEYOR,,,,0,0,0,0
Henry,A101,COUNTY SURVEYOR,,,Total Votes,0,0,0,0
