county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee
Pulaski,A101,STRAIGHT PARTY,,REP,Republican Party,1129,601,459,69
Pulaski,A101,STRAIGHT PARTY,,DEM,Democratic Party,197,85,85,27
Pulaski,A101,STRAIGHT PARTY,,KY,Kentucky Party,5,2,2,1
Pulaski,A101,STRAIGHT PARTY,,LIB,Libertarian Party,11,3,7,1
Pulaski,A101,STRAIGHT PARTY,,,Total Votes,1342,691,553,98
Pulaski,A101,STRAIGHT PARTY,,,Under Votes,1343,774,504,65
Pulaski,A101,STRAIGHT PARTY,,,Over Votes,1,1,0,0
Pulaski,A101,President,,REP,Donald J. TRUMP / JD VANCE,2163,1211,853,99
Pulaski,A101,President,,DEM,Kamala D. HARRIS / Tim WALZ,475,228,184,63
Pulaski,A101,President,,KY,Jill  STEIN / Samson KPADENOU,3,1,2,0
Pulaski,A101,President,,IND,Robert F. KENNEDY JR. / Nicole SHANAHAN,15,8,7,0
Pulaski,A101,President,,IND,Shiva AYYADURAI / Crystal ELLIS,0,0,0,0
Pulaski,A101,President,,LIB,Chase OLIVER / Mike TER MAAT,6,3,2,1
Pulaski,A101,President,,,Write In Total,1,0,1,0
Pulaski,A101,President,,,Total Votes,2663,1451,1049,163
Pulaski,A101,President,,,Under Votes,23,15,8,0
Pulaski,A101,President,,,Over Votes,0,0,0,0
Pulaski,A101,U.S. House,5,REP,Hal ROGERS,2334,1288,920,126
Pulaski,A101,U.S. House,5,,Total Votes,2334,1288,920,126
Pulaski,A101,U.S. House,5,,Under Votes,351,177,137,37
Pulaski,A101,U.S. House,5,,Over Votes,1,1,0,0
Pulaski,A101,State Senate,15,REP,Rick GIRDLER,2268,1252,897,119
Pulaski,A101,State Senate,15,,Total Votes,2268,1252,897,119
Pulaski,A101,State Senate,15,,Under Votes,417,213,160,44
Pulaski,A101,State Senate,15,,Over Votes,1,1,0,0
Pulaski,A101,State House,83,REP,Joshua BRANSCUM,2203,1207,878,118
Pulaski,A101,State House,83,,Total Votes,2203,1207,878,118
Pulaski,A101,State House,83,,Under Votes,482,259,178,45
Pulaski,A101,State House,83,,Over Votes,1,0,1,0
Pulaski,A101,Commonwealth's Attorney,28,REP,David L. DALTON,2190,1194,876,120
Pulaski,A101,Commonwealth's Attorney,28,,Total Votes,2190,1194,876,120
Pulaski,A101,Commonwealth's Attorney,28,,Under Votes,495,271,181,43
Pulaski,A101,Commonwealth's Attorney,28,,Over Votes,1,1,0,0
Pulaski,A101,Circuit Clerk,,REP,Joseph Shane FLYNN,1864,992,764,108
Pulaski,A101,Circuit Clerk,,,Write In Total,402,252,134,16
Pulaski,A101,Circuit Clerk,,,Total Votes,2266,1244,898,124
Pulaski,A101,Circuit Clerk,,,Under Votes,418,220,159,39
Pulaski,A101,Circuit Clerk,,,Over Votes,2,2,0,0
Pulaski,A101,SOIL and WATER CONSERVATION DISTRICT SUPERVISORS,,,"Tim TARTER ",1107,579,471,57
Pulaski,A101,SOIL and WATER CONSERVATION DISTRICT SUPERVISORS,,,"Will BINGHAM ",860,462,355,43
Pulaski,A101,SOIL and WATER CONSERVATION DISTRICT SUPERVISORS,,,"Wes HARGIS ",1029,540,438,51
Pulaski,A101,SOIL and WATER CONSERVATION DISTRICT SUPERVISORS,,,Paul MOODY,56,31,24,1
Pulaski,A101,SOIL and WATER CONSERVATION DISTRICT SUPERVISORS,,,Write In Total,6,4,2,0
Pulaski,A101,SOIL and WATER CONSERVATION DISTRICT SUPERVISORS,,,Total Votes,3058,1616,1290,152
Pulaski,A101,SOIL and WATER CONSERVATION DISTRICT SUPERVISORS,,,Under Votes,7686,4248,2938,500
Pulaski,A101,SOIL and WATER CONSERVATION DISTRICT SUPERVISORS,,,Over Votes,0,0,0,0
Pulaski,A101,Board of Education,,Somerset Independent School District,Paula J. WHEELER,106,51,43,12
Pulaski,A101,Board of Education,,Somerset Independent School District,Jacob W. GRABEEL II.,74,43,21,10
Pulaski,A101,Board of Education,,,Total Votes,180,94,64,22
Pulaski,A101,Board of Education,,,Under Votes,226,128,58,40
Pulaski,A101,Board of Education,,,Over Votes,0,0,0,0
Pulaski,A101,CITY COUNCIL City of Somerset,Ward One,,David C. BURDINE,155,77,61,17
Pulaski,A101,CITY COUNCIL City of Somerset,Ward One,,Total Votes,155,77,61,17
Pulaski,A101,CITY COUNCIL City of Somerset,Ward One,,Under Votes,109,67,22,20
Pulaski,A101,CITY COUNCIL City of Somerset,Ward One,,Over Votes,0,0,0,0
Pulaski,A101,CITY COUNCIL City of Somerset,Ward Two,,Brian DALTON,153,77,60,16
Pulaski,A101,CITY COUNCIL City of Somerset,Ward Two,,Total Votes,153,77,60,16
Pulaski,A101,CITY COUNCIL City of Somerset,Ward Two,,Under Votes,111,67,23,21
Pulaski,A101,CITY COUNCIL City of Somerset,Ward Two,,Over Votes,0,0,0,0
