county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee
Lewis,A100,STRAIGHT PARTY,,REP,Republican Party,904,138,710,56
Lewis,A100,STRAIGHT PARTY,,DEM,Democratic Party,82,14,60,8
Lewis,A100,STRAIGHT PARTY,,KY,Kentucky Party,11,1,10,0
Lewis,A100,STRAIGHT PARTY,,LIB,Libertarian Party,5,0,5,0
Lewis,A100,STRAIGHT PARTY,,,Total Votes,1002,153,785,64
Lewis,A100,STRAIGHT PARTY,,,Under Votes,728,96,586,46
Lewis,A100,STRAIGHT PARTY,,,Over Votes,1,0,1,0
Lewis,A100,President,,REP,Donald J. TRUMP / JD VANCE,1533,217,1228,88
Lewis,A100,President,,DEM,Kamala D. HARRIS / Tim WALZ,174,30,125,19
Lewis,A100,President,,KY,Jill  STEIN / Samson KPADENOU,0,0,0,0
Lewis,A100,President,,IND,Robert F. KENNEDY JR. / Nicole SHANAHAN,8,1,6,1
Lewis,A100,President,,IND,Shiva AYYADURAI / Crystal ELLIS,1,0,1,0
Lewis,A100,President,,LIB,Chase OLIVER / Mike TER MAAT,3,0,3,0
Lewis,A100,President,,,Write In Total,0,0,0,0
Lewis,A100,President,,,Total Votes,1719,248,1363,108
Lewis,A100,President,,,Under Votes,8,1,6,1
Lewis,A100,President,,,Over Votes,4,0,3,1
Lewis,A100,U.S. House,4,REP,Thomas MASSIE,1554,214,1241,99
Lewis,A100,U.S. House,4,,Write In Total,0,0,0,0
Lewis,A100,U.S. House,4,,Total Votes,1554,214,1241,99
Lewis,A100,U.S. House,4,,Under Votes,177,35,131,11
Lewis,A100,U.S. House,4,,Over Votes,0,0,0,0
Lewis,A100,State House,96,REP,Patrick FLANNERY,1499,204,1202,93
Lewis,A100,State House,96,,Total Votes,1499,204,1202,93
Lewis,A100,State House,96,,Under Votes,231,45,170,16
Lewis,A100,State House,96,,Over Votes,1,0,0,1
Lewis,A100,Commonwealth's Attorney,20,REP,Rhese David McKENZIE,1486,197,1195,94
Lewis,A100,Commonwealth's Attorney,20,,Total Votes,1486,197,1195,94
Lewis,A100,Commonwealth's Attorney,20,,Under Votes,245,52,177,16
Lewis,A100,Commonwealth's Attorney,20,,Over Votes,0,0,0,0
Lewis,A100,Circuit Clerk,,,"Teresa CALLAHAN REP ",1529,206,1220,103
Lewis,A100,Circuit Clerk,,,Total Votes,1529,206,1220,103
Lewis,A100,Circuit Clerk,,,Under Votes,202,43,152,7
Lewis,A100,Circuit Clerk,,,Over Votes,0,0,0,0
Lewis,A100,SOIL and WATER CONSERVATION DISTRICT SUPERVISORS,,,"Tim DOUGLAS ",1035,137,830,68
Lewis,A100,SOIL and WATER CONSERVATION DISTRICT SUPERVISORS,,,"Nancy POWELL ",526,75,410,41
Lewis,A100,SOIL and WATER CONSERVATION DISTRICT SUPERVISORS,,,"Jerry BLOOMFIELD ",620,95,478,47
Lewis,A100,SOIL and WATER CONSERVATION DISTRICT SUPERVISORS,,,Total Votes,2181,307,1718,156
Lewis,A100,SOIL and WATER CONSERVATION DISTRICT SUPERVISORS,,,Under Votes,4743,689,3770,284
Lewis,A100,SOIL and WATER CONSERVATION DISTRICT SUPERVISORS,,,Over Votes,0,0,0,0
Lewis,A100,Board of Education,5,,Amber KIELMAN,1013,114,841,58
Lewis,A100,Board of Education,5,,Total Votes,1013,114,841,58
Lewis,A100,Board of Education,5,,Under Votes,475,82,362,31
Lewis,A100,Board of Education,5,,Over Votes,0,0,0,0
Lewis,A100,CITY COMMISSIONERS City of Concord,,,,0,0,0,0
Lewis,A100,CITY COMMISSIONERS City of Concord,,,Total Votes,0,0,0,0
Lewis,A100,CITY COMMISSIONERS City of Concord,,,Under Votes,32,12,20,0
Lewis,A100,CITY COMMISSIONERS City of Concord,,,Over Votes,0,0,0,0
Lewis,A100,CONSTITUTIONAL AMENDMENT 1,,,YES,1047,160,822,65
Lewis,A100,CONSTITUTIONAL AMENDMENT 1,,,NO,520,61,427,32
Lewis,A100,CONSTITUTIONAL AMENDMENT 1,,,Total Votes,1567,221,1249,97
Lewis,A100,CONSTITUTIONAL AMENDMENT 1,,,Under Votes,154,28,114,12
Lewis,A100,CONSTITUTIONAL AMENDMENT 1,,,Over Votes,10,0,9,1
Lewis,A100,CONSTITUTIONAL AMENDMENT 2,,,YES,589,111,438,40
Lewis,A100,CONSTITUTIONAL AMENDMENT 2,,,NO,1025,115,846,64
Lewis,A100,CONSTITUTIONAL AMENDMENT 2,,,Total Votes,1614,226,1284,104
Lewis,A100,CONSTITUTIONAL AMENDMENT 2,,,Under Votes,113,22,85,6
Lewis,A100,CONSTITUTIONAL AMENDMENT 2,,,Over Votes,4,1,3,0
Lewis,A100,QUESTION-LEWIS CANNABIS,,,YES,924,116,759,49
Lewis,A100,QUESTION-LEWIS CANNABIS,,,NO,688,108,525,55
Lewis,A100,QUESTION-LEWIS CANNABIS,,,Total Votes,1612,224,1284,104
Lewis,A100,QUESTION-LEWIS CANNABIS,,,Under Votes,116,25,85,6
Lewis,A100,QUESTION-LEWIS CANNABIS,,,Over Votes,3,0,3,0
Lewis,B200,STRAIGHT PARTY,,REP,Republican Party,668,148,465,55
Lewis,B200,STRAIGHT PARTY,,DEM,Democratic Party,57,14,32,11
Lewis,B200,STRAIGHT PARTY,,KY,Kentucky Party,3,0,3,0
Lewis,B200,STRAIGHT PARTY,,LIB,Libertarian Party,6,1,5,0
Lewis,B200,STRAIGHT PARTY,,,Total Votes,734,163,505,66
Lewis,B200,STRAIGHT PARTY,,,Under Votes,560,133,382,45
Lewis,B200,STRAIGHT PARTY,,,Over Votes,3,0,3,0
Lewis,B200,President,,REP,Donald J. TRUMP / JD VANCE,1131,258,788,85
Lewis,B200,President,,DEM,Kamala D. HARRIS / Tim WALZ,150,37,88,25
Lewis,B200,President,,KY,Jill  STEIN / Samson KPADENOU,3,0,3,0
Lewis,B200,President,,IND,Robert F. KENNEDY JR. / Nicole SHANAHAN,2,0,2,0
Lewis,B200,President,,IND,Shiva AYYADURAI / Crystal ELLIS,0,0,0,0
Lewis,B200,President,,LIB,Chase OLIVER / Mike TER MAAT,4,0,4,0
Lewis,B200,President,,,Write In Total,0,0,0,0
Lewis,B200,President,,,Total Votes,1290,295,885,110
Lewis,B200,President,,,Under Votes,7,1,5,1
Lewis,B200,President,,,Over Votes,0,0,0,0
Lewis,B200,U.S. House,4,REP,Thomas MASSIE,1147,257,802,88
Lewis,B200,U.S. House,4,,Write In Total,0,0,0,0
Lewis,B200,U.S. House,4,,Total Votes,1147,257,802,88
Lewis,B200,U.S. House,4,,Under Votes,150,39,88,23
Lewis,B200,U.S. House,4,,Over Votes,0,0,0,0
Lewis,B200,State House,96,REP,Patrick FLANNERY,1071,240,749,82
Lewis,B200,State House,96,,Total Votes,1071,240,749,82
Lewis,B200,State House,96,,Under Votes,226,56,141,29
Lewis,B200,State House,96,,Over Votes,0,0,0,0
