county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee
Oldham,A101,STRAIGHT PARTY,,REP,Republican Party,440,186,208,46
Oldham,A101,STRAIGHT PARTY,,DEM,Democratic Party,295,107,138,50
Oldham,A101,STRAIGHT PARTY,,KY,Kentucky Party,9,1,8,0
Oldham,A101,STRAIGHT PARTY,,LIB,Libertarian Party,8,0,7,1
Oldham,A101,STRAIGHT PARTY,,,Total Votes,752,294,361,97
Oldham,A101,President,,REP,Donald J. TRUMP / JD VANCE,819,324,418,77
Oldham,A101,President,,DEM,Kamala D. HARRIS / Tim WALZ,712,282,333,97
Oldham,A101,President,,KY,Jill  STEIN / Samson KPADENOU,21,4,15,2
Oldham,A101,President,,IND,Robert F. KENNEDY JR. / Nicole SHANAHAN,9,1,8,0
Oldham,A101,President,,IND,Shiva AYYADURAI / Crystal ELLIS,1,0,1,0
Oldham,A101,President,,LIB,Chase OLIVER / Mike TER MAAT,8,1,6,1
Oldham,A101,President,,,Write In Total,0,0,0,0
Oldham,A101,President,,,Total Votes,1570,612,781,177
Oldham,A101,U.S. House,4,REP,Thomas MASSIE,1024,380,543,101
Oldham,A101,U.S. House,4,,Write In Total,6,4,2,0
Oldham,A101,U.S. House,4,,Total Votes,1030,384,545,101
Oldham,A101,State House,59,REP,David W. OSBORNE,1050,390,555,105
Oldham,A101,State House,59,,Total Votes,1050,390,555,105
Oldham,A101,Commonwealth's Attorney,12,REP,Courtney T. BAXTER,1035,385,545,105
Oldham,A101,Commonwealth's Attorney,12,,Total Votes,1035,385,545,105
Oldham,A101,Circuit Clerk,,REP,Steve KAELIN,1032,386,542,104
Oldham,A101,Circuit Clerk,,,Total Votes,1032,386,542,104
Oldham,A101,Board of Education,1,,Allison SHEFFER,797,322,381,94
Oldham,A101,Board of Education,1,,Jared BARRETT,401,129,240,32
Oldham,A101,Board of Education,1,,Total Votes,1198,451,621,126
Oldham,A101,CITY COMMISSIONERS City of River Bluff,,,"Paulette L. BRYANT ",118,56,56,6
Oldham,A101,CITY COMMISSIONERS City of River Bluff,,,"Charles Ross GILSON ",135,59,68,8
Oldham,A101,CITY COMMISSIONERS City of River Bluff,,,"Lynn GROSSMAN ",131,63,59,9
Oldham,A101,CITY COMMISSIONERS City of River Bluff,,,Write In Total,71,42,29,0
Oldham,A101,CITY COMMISSIONERS City of River Bluff,,,Total Votes,455,220,212,23
Oldham,A101,CONSTITUTIONAL AMENDMENT 1,,,"YES ",969,384,479,106
Oldham,A101,CONSTITUTIONAL AMENDMENT 1,,,"NO ",560,216,284,60
Oldham,A101,CONSTITUTIONAL AMENDMENT 1,,,Total Votes,1529,600,763,166
Oldham,A101,CONSTITUTIONAL AMENDMENT 2,,,"YES ",577,253,266,58
Oldham,A101,CONSTITUTIONAL AMENDMENT 2,,,"NO ",984,362,509,113
Oldham,A101,CONSTITUTIONAL AMENDMENT 2,,,Total Votes,1561,615,775,171
Oldham,A103,STRAIGHT PARTY,,REP,Republican Party,609,228,331,50
Oldham,A103,STRAIGHT PARTY,,DEM,Democratic Party,354,124,181,49
Oldham,A103,STRAIGHT PARTY,,KY,Kentucky Party,1,1,0,0
Oldham,A103,STRAIGHT PARTY,,LIB,Libertarian Party,5,0,5,0
Oldham,A103,STRAIGHT PARTY,,,Total Votes,969,353,517,99
Oldham,A103,President,,REP,Donald J. TRUMP / JD VANCE,1132,430,623,79
Oldham,A103,President,,DEM,Kamala D. HARRIS / Tim WALZ,857,322,450,85
Oldham,A103,President,,KY,Jill  STEIN / Samson KPADENOU,4,3,1,0
Oldham,A103,President,,IND,Robert F. KENNEDY JR. / Nicole SHANAHAN,17,7,8,2
Oldham,A103,President,,IND,Shiva AYYADURAI / Crystal ELLIS,5,1,2,2
Oldham,A103,President,,LIB,Chase OLIVER / Mike TER MAAT,8,2,6,0
Oldham,A103,President,,,Write In Total,0,0,0,0
Oldham,A103,President,,,Total Votes,2023,765,1090,168
Oldham,A103,U.S. House,4,REP,Thomas MASSIE,1344,495,750,99
Oldham,A103,U.S. House,4,,Write In Total,15,5,7,3
Oldham,A103,U.S. House,4,,Total Votes,1359,500,757,102
Oldham,A103,State House,59,REP,David W. OSBORNE,1384,507,779,98
Oldham,A103,State House,59,,Total Votes,1384,507,779,98
Oldham,A103,Commonwealth's Attorney,12,REP,Courtney T. BAXTER,1365,505,761,99
Oldham,A103,Commonwealth's Attorney,12,,Total Votes,1365,505,761,99
Oldham,A103,Circuit Clerk,,REP,Steve KAELIN,1374,504,769,101
Oldham,A103,Circuit Clerk,,,Total Votes,1374,504,769,101
Oldham,A103,Board of Education,1,,Allison SHEFFER,863,314,484,65
Oldham,A103,Board of Education,1,,Jared BARRETT,580,237,307,36
Oldham,A103,Board of Education,1,,Total Votes,1443,551,791,101
Oldham,A103,CONSTITUTIONAL AMENDMENT 1,,,"YES ",1273,485,689,99
Oldham,A103,CONSTITUTIONAL AMENDMENT 1,,,"NO ",684,262,362,60
Oldham,A103,CONSTITUTIONAL AMENDMENT 1,,,Total Votes,1957,747,1051,159
Oldham,A103,CONSTITUTIONAL AMENDMENT 2,,,"YES ",791,313,419,59
Oldham,A103,CONSTITUTIONAL AMENDMENT 2,,,"NO ",1218,452,665,101
Oldham,A103,CONSTITUTIONAL AMENDMENT 2,,,Total Votes,2009,765,1084,160
Oldham,A104,STRAIGHT PARTY,,REP,Republican Party,446,149,274,23
Oldham,A104,STRAIGHT PARTY,,DEM,Democratic Party,267,95,139,33
Oldham,A104,STRAIGHT PARTY,,KY,Kentucky Party,6,1,5,0
Oldham,A104,STRAIGHT PARTY,,LIB,Libertarian Party,5,0,5,0
Oldham,A104,STRAIGHT PARTY,,,Total Votes,724,245,423,56
Oldham,A104,President,,REP,Donald J. TRUMP / JD VANCE,852,286,533,33
Oldham,A104,President,,DEM,Kamala D. HARRIS / Tim WALZ,699,258,369,72
Oldham,A104,President,,KY,Jill  STEIN / Samson KPADENOU,14,0,12,2
Oldham,A104,President,,IND,Robert F. KENNEDY JR. / Nicole SHANAHAN,16,4,12,0
