county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee
Graves,A101,STRAIGHT PARTY,,REP,Republican Party,1039,231,759,49
Graves,A101,STRAIGHT PARTY,,DEM,Democratic Party,195,52,137,6
Graves,A101,STRAIGHT PARTY,,KY,Kentucky Party,14,1,13,0
Graves,A101,STRAIGHT PARTY,,LIB,Libertarian Party,5,1,4,0
Graves,A101,STRAIGHT PARTY,,,Total Votes,1253,285,913,55
Graves,A101,STRAIGHT PARTY,,,Under Votes,1517,319,1157,41
Graves,A101,STRAIGHT PARTY,,,Over Votes,1,0,1,0
Graves,A101,President,,REP,Donald J. TRUMP / JD VANCE,2368,497,1792,79
Graves,A101,President,,DEM,Kamala D. HARRIS / Tim WALZ,363,101,247,15
Graves,A101,President,,KY,Jill  STEIN / Samson KPADENOU,5,3,1,1
Graves,A101,President,,IND,Robert F. KENNEDY JR. / Nicole SHANAHAN,15,0,15,0
Graves,A101,President,,IND,Shiva AYYADURAI / Crystal ELLIS,2,0,2,0
Graves,A101,President,,LIB,Chase OLIVER / Mike TER MAAT,6,0,5,1
Graves,A101,President,,,Total Votes,2759,601,2062,96
Graves,A101,President,,,Under Votes,12,3,9,0
Graves,A101,President,,,Over Votes,0,0,0,0
Graves,A101,U.S. House,1,REP,James R. COMER,2338,500,1758,80
Graves,A101,U.S. House,1,DEM,Erin MARSHALL,368,93,260,15
Graves,A101,U.S. House,1,,Total Votes,2706,593,2018,95
Graves,A101,U.S. House,1,,Under Votes,65,11,53,1
Graves,A101,U.S. House,1,,Over Votes,0,0,0,0
Graves,A101,State Senate,1,REP,Jason G. HOWELL,2276,490,1701,85
Graves,A101,State Senate,1,,Total Votes,2276,490,1701,85
Graves,A101,State Senate,1,,Under Votes,495,114,370,11
Graves,A101,State Senate,1,,Over Votes,0,0,0,0
Graves,A101,State House,2,REP,Kimberly HOLLOWAY,2277,495,1699,83
Graves,A101,State House,2,,Total Votes,2277,495,1699,83
Graves,A101,State House,2,,Under Votes,494,109,372,13
Graves,A101,State House,2,,Over Votes,0,0,0,0
Graves,A101,Commonwealth's Attorney,52,REP,George Shannon POWERS,1474,345,1066,63
Graves,A101,Commonwealth's Attorney,52,DEM,"Richard ""Richie"" KEMP",1183,238,914,31
Graves,A101,Commonwealth's Attorney,52,,Total Votes,2657,583,1980,94
Graves,A101,Commonwealth's Attorney,52,,Under Votes,108,20,86,2
Graves,A101,Commonwealth's Attorney,52,,Over Votes,6,1,5,0
Graves,A101,Circuit Clerk,,REP,Emily Ward BUZANIS,2322,495,1740,87
Graves,A101,Circuit Clerk,,,Total Votes,2322,495,1740,87
Graves,A101,Circuit Clerk,,,Under Votes,449,109,331,9
Graves,A101,Circuit Clerk,,,Over Votes,0,0,0,0
Graves,A101,PROPERTY VALUATION ADMINISTRATOR,,REP,Lee MARTIN,2319,497,1737,85
Graves,A101,PROPERTY VALUATION ADMINISTRATOR,,,Total Votes,2319,497,1737,85
Graves,A101,PROPERTY VALUATION ADMINISTRATOR,,,Under Votes,452,107,334,11
Graves,A101,PROPERTY VALUATION ADMINISTRATOR,,,Over Votes,0,0,0,0
Graves,A101,COUNTY SURVEYOR,,,,0,0,0,0
Graves,A101,COUNTY SURVEYOR,,,Total Votes,0,0,0,0
Graves,A101,COUNTY SURVEYOR,,,Under Votes,2771,604,2071,96
Graves,A101,COUNTY SURVEYOR,,,Over Votes,0,0,0,0
Graves,A101,JUSTICE of the PEACE,,,,0,0,0,0
Graves,A101,JUSTICE of the PEACE,,,Total Votes,0,0,0,0
Graves,A101,JUSTICE of the PEACE,,,Under Votes,2771,604,2071,96
Graves,A101,JUSTICE of the PEACE,,,Over Votes,0,0,0,0
Graves,A101,CITY COMMISSIONERS City of Wingo,,,Write In Total,46,7,39,0
Graves,A101,CITY COMMISSIONERS City of Wingo,,,Total Votes,46,7,39,0
Graves,A101,CITY COMMISSIONERS City of Wingo,,,Under Votes,882,117,749,16
Graves,A101,CITY COMMISSIONERS City of Wingo,,,Over Votes,0,0,0,0
Graves,A101,"JUDGE of the COURT of APPEALS 1st Appellate District 2nd Division ",,,"Lisa Payne JONES ",1054,230,802,22
Graves,A101,"JUDGE of the COURT of APPEALS 1st Appellate District 2nd Division ",,,"Jason Shea FLEMING ",605,133,446,26
Graves,A101,"JUDGE of the COURT of APPEALS 1st Appellate District 2nd Division ",,,Total Votes,1659,363,1248,48
Graves,A101,"JUDGE of the COURT of APPEALS 1st Appellate District 2nd Division ",,,Under Votes,1109,241,820,48
Graves,A101,"JUDGE of the COURT of APPEALS 1st Appellate District 2nd Division ",,,Over Votes,3,0,3,0
Graves,A101,CONSTITUTIONAL AMENDMENT 1,,,"YES ",1659,369,1220,70
Graves,A101,CONSTITUTIONAL AMENDMENT 1,,,"NO ",823,180,621,22
Graves,A101,CONSTITUTIONAL AMENDMENT 1,,,Total Votes,2482,549,1841,92
Graves,A101,CONSTITUTIONAL AMENDMENT 1,,,Under Votes,265,51,211,3
