county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee
Boyd,A101,STRAIGHT PARTY,,REP,Republican Party,196,88,100,8
Boyd,A101,STRAIGHT PARTY,,DEM,Democratic Party,108,33,64,11
Boyd,A101,STRAIGHT PARTY,,KY,Kentucky Party,3,2,1,0
Boyd,A101,STRAIGHT PARTY,,LIB,Libertarian Party,7,1,5,1
Boyd,A101,STRAIGHT PARTY,,,Total Votes,314,124,170,20
Boyd,A101,STRAIGHT PARTY,,,Under Votes,275,121,130,24
Boyd,A101,STRAIGHT PARTY,,,Over Votes,2,1,0,1
Boyd,A101,President,,REP,Donald J. TRUMP / JD VANCE,382,163,196,23
Boyd,A101,President,,DEM,Kamala D. HARRIS / Tim WALZ,188,71,96,21
Boyd,A101,President,,KY,Jill  STEIN / Samson KPADENOU,3,1,2,0
Boyd,A101,President,,IND,Robert F. KENNEDY JR. / Nicole SHANAHAN,11,7,4,0
Boyd,A101,President,,IND,Shiva AYYADURAI / Crystal ELLIS,0,0,0,0
Boyd,A101,President,,LIB,Chase OLIVER / Mike TER MAAT,1,1,0,0
Boyd,A101,President,,,Total Votes,585,243,298,44
Boyd,A101,President,,,Under Votes,1,0,1,0
Boyd,A101,President,,,Over Votes,5,3,1,1
Boyd,A101,U.S. House,5,REP,Hal ROGERS,421,176,222,23
Boyd,A101,U.S. House,5,,Total Votes,421,176,222,23
Boyd,A101,U.S. House,5,,Under Votes,169,70,78,21
Boyd,A101,U.S. House,5,,Over Votes,0,0,0,0
Boyd,A101,State House,100,REP,Scott L. SHARP,403,169,214,20
Boyd,A101,State House,100,,Total Votes,403,169,214,20
Boyd,A101,State House,100,,Under Votes,186,77,86,23
Boyd,A101,State House,100,,Over Votes,1,0,0,1
Boyd,A101,Commonwealth's Attorney,32,REP,Rhonda COPLEY,414,174,217,23
Boyd,A101,Commonwealth's Attorney,32,,Total Votes,414,174,217,23
Boyd,A101,Commonwealth's Attorney,32,,Under Votes,175,72,83,20
Boyd,A101,Commonwealth's Attorney,32,,Over Votes,1,0,0,1
Boyd,A101,Circuit Clerk,,REP,Mary Hall SERGENT,411,176,212,23
Boyd,A101,Circuit Clerk,,,Total Votes,411,176,212,23
Boyd,A101,Circuit Clerk,,,Under Votes,178,69,88,21
Boyd,A101,Circuit Clerk,,,Over Votes,1,1,0,0
Boyd,A101,CITY COUNCIL City of Catlettsburg,,,"Rose MARCUM ",246,117,109,20
Boyd,A101,CITY COUNCIL City of Catlettsburg,,,"Mindy Darby STANLEY ",201,75,115,11
Boyd,A101,CITY COUNCIL City of Catlettsburg,,,"Randy SALYERS ",228,96,117,15
Boyd,A101,CITY COUNCIL City of Catlettsburg,,,"Susan Moore CAMPBELL ",196,79,110,7
Boyd,A101,CITY COUNCIL City of Catlettsburg,,,"Billy CORNETTE ",209,91,102,16
Boyd,A101,CITY COUNCIL City of Catlettsburg,,,"Becky JOHNSON-CLERE ",174,70,91,13
Boyd,A101,CITY COUNCIL City of Catlettsburg,,,"Rex Anthony CASTLE ",178,75,88,15
Boyd,A101,CITY COUNCIL City of Catlettsburg,,,"Tina DAVENPORT-TAYLOR ",187,69,101,17
Boyd,A101,CITY COUNCIL City of Catlettsburg,,,Total Votes,1619,672,833,114
Boyd,A101,CITY COUNCIL City of Catlettsburg,,,Under Votes,1909,798,961,150
Boyd,A101,CITY COUNCIL City of Catlettsburg,,,Over Votes,2,1,1,0
Boyd,A101,CONSTITUTIONAL AMENDMENT 1,,,YES,310,127,162,21
Boyd,A101,CONSTITUTIONAL AMENDMENT 1,,,NO,234,98,118,18
Boyd,A101,CONSTITUTIONAL AMENDMENT 1,,,Total Votes,544,225,280,39
Boyd,A101,CONSTITUTIONAL AMENDMENT 1,,,Under Votes,44,20,19,5
Boyd,A101,CONSTITUTIONAL AMENDMENT 1,,,Over Votes,2,1,1,0
Boyd,A101,CONSTITUTIONAL AMENDMENT 2,,,YES,187,94,80,13
Boyd,A101,CONSTITUTIONAL AMENDMENT 2,,,NO,373,140,207,26
Boyd,A101,CONSTITUTIONAL AMENDMENT 2,,,Total Votes,560,234,287,39
Boyd,A101,CONSTITUTIONAL AMENDMENT 2,,,Under Votes,30,12,13,5
Boyd,A101,CONSTITUTIONAL AMENDMENT 2,,,Over Votes,0,0,0,0
Boyd,A105,STRAIGHT PARTY,,REP,Republican Party,192,94,89,9
Boyd,A105,STRAIGHT PARTY,,DEM,Democratic Party,47,22,22,3
Boyd,A105,STRAIGHT PARTY,,KY,Kentucky Party,1,0,1,0
Boyd,A105,STRAIGHT PARTY,,LIB,Libertarian Party,0,0,0,0
Boyd,A105,STRAIGHT PARTY,,,Total Votes,240,116,112,12
Boyd,A105,STRAIGHT PARTY,,,Under Votes,177,75,98,4
Boyd,A105,STRAIGHT PARTY,,,Over Votes,0,0,0,0
Boyd,A105,President,,REP,Donald J. TRUMP / JD VANCE,329,151,167,11
Boyd,A105,President,,DEM,Kamala D. HARRIS / Tim WALZ,80,37,38,5
Boyd,A105,President,,KY,Jill  STEIN / Samson KPADENOU,2,0,2,0
Boyd,A105,President,,IND,Robert F. KENNEDY JR. / Nicole SHANAHAN,2,1,1,0
Boyd,A105,President,,IND,Shiva AYYADURAI / Crystal ELLIS,1,0,1,0
Boyd,A105,President,,LIB,Chase OLIVER / Mike TER MAAT,2,1,1,0
Boyd,A105,President,,,Total Votes,416,190,210,16
Boyd,A105,President,,,Under Votes,1,1,0,0
Boyd,A105,President,,,Over Votes,0,0,0,0
Boyd,A105,U.S. House,5,REP,Hal ROGERS,342,152,178,12
Boyd,A105,U.S. House,5,,Total Votes,342,152,178,12
Boyd,A105,U.S. House,5,,Under Votes,75,39,32,4
Boyd,A105,U.S. House,5,,Over Votes,0,0,0,0
Boyd,A105,State House,100,REP,Scott L. SHARP,339,151,177,11
Boyd,A105,State House,100,,Total Votes,339,151,177,11
Boyd,A105,State House,100,,Under Votes,78,40,33,5
Boyd,A105,State House,100,,Over Votes,0,0,0,0
Boyd,A105,Commonwealth's Attorney,32,REP,Rhonda COPLEY,346,154,181,11
Boyd,A105,Commonwealth's Attorney,32,,Total Votes,346,154,181,11
Boyd,A105,Commonwealth's Attorney,32,,Under Votes,71,37,29,5
Boyd,A105,Commonwealth's Attorney,32,,Over Votes,0,0,0,0
Boyd,A105,Circuit Clerk,,REP,Mary Hall SERGENT,346,152,183,11
Boyd,A105,Circuit Clerk,,,Total Votes,346,152,183,11
Boyd,A105,Circuit Clerk,,,Under Votes,71,39,27,5
Boyd,A105,Circuit Clerk,,,Over Votes,0,0,0,0
Boyd,A105,CONSTITUTIONAL AMENDMENT 1,,,YES,291,130,150,11
Boyd,A105,CONSTITUTIONAL AMENDMENT 1,,,NO,100,45,50,5
Boyd,A105,CONSTITUTIONAL AMENDMENT 1,,,Total Votes,391,175,200,16
Boyd,A105,CONSTITUTIONAL AMENDMENT 1,,,Under Votes,25,16,9,0
