county,precinct,precinct_name,registered_voters,reg_dem_voters,reg_rep_voters,reg_other_voters,reg_ind_voters,reg_lib_voters,reg_grn_voters,reg_const_voters,reg_reform_voters,reg_socwk_voters,reg_male_voters,reg_female_voters
Bath,A104,SOUTH SHERBURNE,301,212,78,9,2,0,0,0,0,0,154,147
Bath,A105,OWINGSVILLE NO. 1,1268,923,286,41,18,0,0,0,0,0,603,665
Bath,B102,OWINGSVILLE NO. 2,812,606,162,35,8,1,0,0,0,0,382,430
Bath,B103,OWINGSVILLE NO. 3,1685,1298,327,49,11,0,0,0,0,0,778,907
Bath,B104,PRESTON,975,710,219,38,7,0,0,0,1,0,488,487
Bath,C101,SALT LICK NO. 1,947,731,174,33,8,1,0,0,0,0,461,486
Bath,C102,SALT LICK NO. 2,1003,765,176,51,11,0,0,0,0,0,490,513
Bath,C103,WHITE SULPHUR,551,441,82,22,6,0,0,0,0,0,278,273
Bath,C104,OLYMPIA,588,456,97,31,2,0,2,0,0,0,291,297
Bell,A101,PAGE,837,324,479,31,2,1,0,0,0,0,402,435
Bell,A102,BLACKMONT,715,401,292,20,2,0,0,0,0,0,364,351
Bell,A103,BROWNIES CREEK,529,171,345,11,2,0,0,0,0,0,258,271
Bell,A104,HUTCH,542,176,338,26,2,0,0,0,0,0,262,280
Bell,A105,MELDRUM,1026,405,557,59,5,0,0,0,0,0,463,563
Bell,B101,PINEVILLE EAST,468,233,214,17,4,0,0,0,0,0,221,247
Bell,B102,PINEVILLE CENTRAL,409,127,267,12,2,1,0,0,0,0,187,222
Bell,B103,PINEVILLE WEST,526,204,300,16,6,0,0,0,0,0,243,283
Bell,B104,ARJAY,776,462,298,14,2,0,0,0,0,0,397,379
Bell,B105,DORTON BRANCH,376,175,180,17,4,0,0,0,0,0,189,187
Bell,B106,BEVERLY,105,36,63,6,0,0,0,0,0,0,51,54
Bell,B107,RIGHT FORK,837,260,552,22,3,0,0,0,0,0,420,417
Bell,B108,STRAIGHT CREEK,527,278,234,12,2,1,0,0,0,0,240,287
Bell,C101,BINGHAMTOWN,754,312,385,48,7,2,0,0,0,0,350,404
Bell,C102,DORCHESTER,681,300,337,35,8,0,0,0,1,0,308,373
Bell,C103,NOETOWN,770,346,366,53,5,0,0,0,0,0,346,424
Bell,C104,JUNCTION,1090,503,511,64,11,1,0,0,0,0,470,620
Bell,C105,EDGEWOOD,1358,565,695,79,17,2,0,0,0,0,659,699
Bell,D101,CITY HALL,618,256,307,47,8,0,0,0,0,0,321,297
Bell,D102,EAST END,1192,540,560,76,15,1,0,0,0,0,509,683
Bell,D103,WINCHESTER,703,322,325,46,9,0,1,0,0,0,318,385
Bell,D104,SOUTHSIDE,540,291,213,30,4,1,1,0,0,0,247,293
Bell,D105,WEST CENTRAL,594,226,327,37,3,1,0,0,0,0,264,330
Bell,D106,EXETER,1027,450,509,63,5,0,0,0,0,0,464,563
Bell,E101,LAUREL A,902,368,496,35,3,0,0,0,0,0,433,469
Bell,E102,LAUREL B,428,116,298,12,2,0,0,0,0,0,196,232
Bell,E103,LONE JACK,626,264,335,20,7,0,0,0,0,0,305,321
Bell,E104,GREASY CREEK,805,322,461,16,6,0,0,0,0,0,382,423
Bell,E105,CLEAR CREEK,681,184,465,28,3,1,0,0,0,0,350,331
Bell,E106,SUTTY,760,272,456,31,1,0,0,0,0,0,387,373
Boone,A102,BELLEVIEW,749,226,421,67,29,6,0,0,0,0,394,355
Boone,A103,BULLITTSVILLE,1889,500,1141,162,72,12,1,1,0,0,945,944
Boone,A104,BURLINGTON #1,1808,527,1061,155,55,8,1,1,0,0,903,905
Boone,A105,BURLINGTON #2,907,231,557,81,36,2,0,0,0,0,462,445
Boone,A106,CARLTON,859,275,467,86,29,2,0,0,0,0,437,422
Boone,A107,CONSTANCE,835,279,417,104,31,4,0,0,0,0,406,429
Boone,A108,HEBRON #1,1895,612,1019,190,64,9,0,1,0,0,887,1008
Boone,A109,HEBRON #2,2084,714,1100,190,65,7,7,0,0,1,1030,1054
Boone,A110,PETERSBURG,967,304,529,105,23,5,0,1,0,0,464,503
Boone,A111,BURLINGTON #3,2091,750,999,243,90,7,1,1,0,0,938,1153
Boone,A112,BURLINGTON #4,1205,368,658,130,40,9,0,0,0,0,576,629
Boone,A113,BURLINGTON #5,2129,746,1073,225,76,7,0,1,0,1,995,1134
Boone,A114,HEBRON #3,2327,576,1449,180,107,14,1,0,0,0,1136,1191
Boone,A115,BURLINGTON #6,2182,737,1133,211,88,12,1,0,0,0,1032,1150
Boone,A116,BURLINGTON #7,1015,330,536,111,35,3,0,0,0,0,509,506
Boone,A117,HEBRON #4,2252,554,1431,161,98,7,0,1,0,0,1121,1131
Boone,A118,HAMILTON,1312,347,831,91,40,3,0,0,0,0,687,625
Boone,A119,LIMABURG,803,322,342,113,26,0,0,0,0,0,361,442
Boone,A120,BURLINGTON #8,2157,571,1334,165,72,11,3,0,0,1,1080,1077
Boone,A121,HEBRON 5,2458,608,1563,165,115,6,0,1,0,0,1236,1222
Boone,A122,BURLINGTON #9,1396,467,747,137,39,4,2,0,0,0,667,729
Boone,A123,CAMP ERNST,2005,620,1115,185,66,14,4,1,0,0,990,1015
Boone,B114,BEAVER,1229,362,738,88,40,1,0,0,0,0,612,617
Boone,B115,GLENVIEW,969,274,560,83,49,3,0,0,0,0,444,525
Boone,B116,GREENVIEW,1356,424,735,136,52,6,3,0,0,0,674,682
Boone,B117,HOPEFUL,1921,627,1034,182,63,14,1,0,0,0,948,973
Boone,B118,LINKVIEW,842,271,461,64,41,3,2,0,0,0,381,461
Boone,B119,OAKBROOK,1117,353,580,119,50,12,1,2,0,0,543,574
Boone,B120,PLEASANT VALLEY,1198,329,713,97,55,3,1,0,0,0,594,604
Boone,B121,RICHWOOD,2921,817,1744,222,123,12,3,0,0,0,1414,1507
Boone,B122,UNION # 1,1553,418,959,119,50,4,2,1,0,0,780,773
Boone,B123,UNION # 2,2623,788,1523,194,106,11,0,1,0,0,1252,1371
Boone,B124,UNION # 3,1876,533,1103,161,69,9,1,0,0,0,926,950
Boone,B125,UNION # 4,2017,579,1170,162,86,16,4,0,0,0,996,1021
Boone,B126,VERONA,1355,383,818,100,49,5,0,0,0,0,668,687
Boone,B127,WALTON #1,2067,640,1142,201,72,11,0,0,0,1,1008,1059
Boone,B128,WALTON #2,1611,511,874,154,62,7,3,0,0,0,756,855
Boone,B129,UNION 5,1832,459,1146,148,67,11,1,0,0,0,919,913
Boone,B130,UNION 6,2023,489,1309,139,82,3,1,0,0,0,967,1056
Boone,B131,SUMMITVIEW,1859,547,1088,158,52,12,2,0,0,0,878,981
Boone,B132,HEARTHSTONE,2189,641,1259,174,105,7,0,3,0,0,1075,1114
Boone,B133,FLORENCE #15,2056,610,1196,145,94,7,4,0,0,0,981,1075
Boone,B134,KENSINGTON,1483,377,941,123,38,3,1,0,0,0,715,768
Boone,B135,UNION 7,1763,402,1187,93,75,3,2,1,0,0,892,871
Boone,C102,DEVON #1,2053,676,1092,187,82,11,1,3,1,0,1014,1039
Boone,C110,DEVON #2,2710,1131,1150,313,105,9,2,0,0,0,1175,1535
Boone,C117,DEVON #3,1260,364,738,113,42,2,1,0,0,0,607,653
Boone,C121,SHAMROCK,1913,761,872,188,83,5,1,3,0,0,910,1003
Boone,C123,AIRPORT,854,373,355,94,26,6,0,0,0,0,419,435
Boone,C124,FLORENCE #1,1857,847,729,198,76,6,0,0,0,1,827,1030
Boone,C125,FLORENCE #2,809,321,350,98,35,4,0,1,0,0,390,419
Boone,C126,FLORENCE #3,997,503,342,108,39,4,0,1,0,0,457,540
Boone,C127,FLORENCE #4,1402,581,614,146,51,6,3,0,0,1,682,720
Boone,C128,FLORENCE #5,963,389,409,112,50,2,1,0,0,0,441,522
Boone,C129,FLORENCE #6,1094,451,476,120,41,6,0,0,0,0,524,570
Boone,C130,FLORENCE #7,1952,764,937,169,70,10,2,0,0,0,902,1050
Boone,C131,FLORENCE #8,2035,869,823,242,85,12,3,0,1,0,1001,1034
Boone,C132,FLORENCE # 9,1496,629,602,184,66,14,1,0,0,0,717,779
Boone,C133,FLORENCE # 10,841,344,351,109,34,2,0,0,0,1,401,440
Boone,C134,FLORENCE #11,2439,765,1341,213,108,10,2,0,0,0,1101,1338
Boone,C135,FLORENCE #12,1353,500,661,131,51,9,1,0,0,0,650,703
Boone,C136,FLORENCE #13,909,320,479,78,29,3,0,0,0,0,419,490
Boone,C137,FLORENCE #14,1898,641,1012,160,79,5,0,1,0,0,866,1032
Bourbon,B101,MILLERSBURG #1,1148,707,362,54,21,4,0,0,0,0,558,590
Bourbon,B103,PARIS #4,810,511,237,41,14,3,2,1,0,1,360,450
Bourbon,C101,FLAT ROCK,730,417,255,33,23,1,1,0,0,0,366,364
Bourbon,C102,PARIS #1,297,181,99,8,9,0,0,0,0,0,141,156
Bourbon,C103,PARIS 2,1072,677,306,64,19,5,1,0,0,0,497,575
Bourbon,D101,NORTH MIDDLETOWN,1186,698,394,54,37,0,3,0,0,0,570,616
Bourbon,D103,PARIS 3,724,467,196,39,21,1,0,0,0,0,337,387
Bourbon,E101,CLINTONVILLE,973,513,405,26,23,6,0,0,0,0,471,502
Bourbon,E103,PARIS 6,1048,718,270,33,26,1,0,0,0,0,435,613
Bourbon,F101,HUTCHISON 1,806,488,264,27,23,2,2,0,0,0,373,433
Bourbon,F102,HUTCHISON 2,1012,549,413,28,20,2,0,0,0,0,485,527
Bourbon,F103,HUTCHISON 3,518,241,230,26,21,0,0,0,0,0,246,272
Bourbon,G101,CENTERVILLE,1027,559,400,36,29,3,0,0,0,0,516,511
Bourbon,G102,PARIS #5,1176,766,312,61,36,1,0,0,0,0,528,648
Bourbon,H101,RUDDLES MILLS,1058,616,370,37,32,3,0,0,0,0,521,537
Bourbon,H102,PARIS #7,1140,851,211,49,25,3,1,0,0,0,499,641
Boyd,A101,CATLETTSBURG,1461,924,415,68,52,2,0,0,0,0,701,760
Boyd,A105,RUSH,587,283,270,16,16,1,1,0,0,0,281,306
Boyd,A106,ASHLAND OIL,697,383,263,21,28,2,0,0,0,0,349,348
Boyd,A107,ENGLAND HILL,1242,682,484,37,36,3,0,0,0,0,588,654
Boyd,A108,DURBIN,906,467,368,36,33,1,0,1,0,0,462,444
Boyd,A109,EAST FORK,559,301,219,18,21,0,0,0,0,0,279,280
Boyd,A110,ELMWOOD-HILL TOP,1137,644,360,65,67,1,0,0,0,0,531,606
Boyd,A111,GARTRELL,777,412,308,21,28,6,2,0,0,0,367,410
Boyd,A113,GARTIN,743,347,335,25,34,1,0,0,1,0,332,411
Boyd,A114,CARP,492,303,130,28,29,2,0,0,0,0,226,266
Boyd,A115,SOUTH ASHLAND,1019,530,388,59,38,3,1,0,0,0,454,565
Boyd,A116,RATCLIFF,738,426,255,25,30,2,0,0,0,0,333,405
Boyd,A118,FANNIN 1,1030,468,486,39,35,1,1,0,0,0,500,530
Boyd,A119,FANNIN 2,954,521,353,38,38,3,0,1,0,0,448,506
Boyd,A121,CANNONSBURG,1012,530,395,36,42,6,3,0,0,0,469,543
Boyd,A122,MARSH RUN,16,10,6,0,0,0,0,0,0,0,10,6
Boyd,B101,CENTRAL,1160,584,443,49,79,5,0,0,0,0,574,586
Boyd,B102,POLLARD,1124,643,357,55,65,4,0,0,0,0,437,687
Boyd,B103,LEWIS,1036,595,315,52,69,3,2,0,0,0,453,583
Boyd,B105,DEBORD-TANNERY,1049,554,350,68,71,6,0,0,0,0,518,531
Boyd,B106,BARBER,888,447,365,39,35,2,0,0,0,0,389,499
Boyd,B107,VINCENT,502,224,245,18,15,0,0,0,0,0,240,262
Boyd,B108,MT ADAMS,725,354,308,21,41,0,1,0,0,0,343,382
Boyd,B109,PRICHARD,1124,591,430,43,54,5,0,1,0,0,505,619
Boyd,B110,FOREST HILLS,1001,512,384,39,58,6,1,1,0,0,464,537
Boyd,B114,BEECH,865,506,267,41,49,1,1,0,0,0,377,488
Boyd,B115,GRAYSON-SPRINGHILL,1129,545,495,41,43,4,1,0,0,0,512,617
Boyd,B116,AVONDALE,741,358,309,30,39,4,1,0,0,0,342,399
Boyd,B117,HILLENDALE,573,279,259,10,22,1,1,1,0,0,248,325
Boyd,B118,RICE # 1,707,371,267,35,33,1,0,0,0,0,355,352
Boyd,B119,RICE # 2,779,359,356,26,36,1,1,0,0,0,384,395
Boyd,B121,POAGE,795,360,362,32,36,4,1,0,0,0,388,407
Boyd,C102,PRINCESS,769,423,280,28,36,2,0,0,0,0,371,398
Boyd,C103,KYOVA,687,380,257,21,27,2,0,0,0,0,324,363
Boyd,C104,HOODS CREEK,1019,565,364,39,48,3,0,0,0,0,483,536
Boyd,C105,FAIRVIEW,844,484,266,37,52,5,0,0,0,0,406,438
Boyd,C106,BUCKLEY,859,483,294,33,45,2,2,0,0,0,412,447
Boyd,C107,WESTWOOD,680,385,212,36,46,1,0,0,0,0,338,342
Boyd,C108,MILLSEAT,846,442,325,23,51,4,1,0,0,0,408,438
Boyd,C109,MOORE,563,295,211,24,32,0,1,0,0,0,243,320
Boyd,C110,PYRAMID,8,3,4,1,0,0,0,0,0,0,4,4
Boyd,C111,WILLOW,218,104,103,4,6,1,0,0,0,0,102,116
Boyd,C112,SANDY CREEK,908,482,366,25,35,0,0,0,0,0,457,451
Boyd,C113,GREEN HILL,958,488,385,45,39,0,1,0,0,0,445,513
Boyd,C114,MEADS  1,1056,575,381,49,51,0,0,0,0,0,522,534
Boyd,C115,ROCKDALE-SUMMITT,1315,696,520,43,56,0,0,0,0,0,627,688
Boyd,C116,WINSLOW-IRONVILLE,1025,568,376,30,47,4,0,0,0,0,501,524
Boyd,C117,MEADS  2,670,304,316,25,24,1,0,0,0,0,312,358
Boyle,A101,WEST PERRYVILLE,842,471,319,36,15,1,0,0,0,0,402,440
Boyle,A102,EAST PERRYVILLE,972,534,387,38,12,1,0,0,0,0,467,505
Boyle,A103,MITCHELLSBURG,555,290,230,18,13,3,1,0,0,0,280,275
Boyle,A104,PARKSVILLE,875,434,393,40,7,1,0,0,0,0,418,457
Boyle,A105,BLUEGRASS,275,142,123,5,5,0,0,0,0,0,129,146
Boyle,B101,EAST PARKSVILLE,326,186,119,16,5,0,0,0,0,0,164,162
Boyle,B102,WEST JUNCTION CITY,827,452,308,48,19,0,0,0,0,0,406,421
Boyle,B103,JUNCTION CITY,1411,730,559,76,40,5,1,0,0,0,657,754
Boyle,B104,EAST JUNCTION CITY,1011,523,417,49,20,1,1,0,0,0,457,554
Boyle,C101,R. E. C. C.,1095,610,397,53,32,3,0,0,0,0,476,619
Boyle,C102,NAZARENE CHURCH,1184,694,397,67,23,2,0,1,0,0,519,665
Boyle,C103,PERRYVILLE ROAD,519,296,178,31,14,0,0,0,0,0,222,297
Boyle,C104,CLARKS RUN,911,567,257,67,17,3,0,0,0,0,385,526
Boyle,D101,INDIAN HILLS CHRISTIAN,1261,650,516,61,32,1,0,0,1,0,588,673
Boyle,D102,LEXINGTON RD,1314,562,663,57,30,2,0,0,0,0,660,654
Boyle,D103,LANCASTER ROAD,1159,531,546,41,38,3,0,0,0,0,549,610
Boyle,E101,DANVILLE HIGH SCHOOL,874,480,338,42,14,0,0,0,0,0,372,502
Boyle,E102,SS. PETER&PAUL CATHOLIC C,847,445,317,45,33,6,1,0,0,0,376,471
Boyle,E103,COURT HOUSE,657,368,208,52,25,3,1,0,0,0,313,344
Boyle,E104,CENTRE COLLEGE,881,509,246,59,60,5,1,0,0,1,442,437
Boyle,F101,LEX AVE BAPTIST CHURCH,916,526,317,46,23,2,2,0,0,0,391,525
Boyle,F102,STREAMLAND,726,351,336,26,11,1,1,0,0,0,340,386
Boyle,F103,BOYLE CO HIGH SCHOOL,1184,505,592,54,29,4,0,0,0,0,539,645
Boyle,F104,MILLENNIUM PARK,840,404,355,44,33,0,2,2,0,0,368,472
Boyle,F105,SHAKERTOWN,558,262,244,30,20,1,1,0,0,0,276,282
Bracken,A101,FOSTER,894,566,278,33,13,4,0,0,0,0,453,441
Bracken,B101,AUGUSTA W,768,515,200,31,20,2,0,0,0,0,375,393
Bracken,C101,AUGUSTA E,817,599,177,34,6,0,1,0,0,0,399,418
Bracken,D101,BERLIN,848,611,202,22,11,1,1,0,0,0,428,420
Bracken,E101,CHATHAM,753,559,168,22,4,0,0,0,0,0,373,380
Bracken,F101,BROOKSVILLE,808,604,179,19,5,0,1,0,0,0,357,451
Bracken,G101,MILFORD,828,539,252,26,11,0,0,0,0,0,421,407
Bracken,H101,GERMANTOWN,818,622,158,24,12,1,1,0,0,0,414,404
Breathitt,A101,COURTHOUSE,207,185,16,3,3,0,0,0,0,0,107,100
Breathitt,A102,VANCLEVE,843,684,123,25,10,1,0,0,0,0,425,418
Breathitt,A103,WAR CREEK,1046,860,145,28,10,3,0,0,0,0,507,539
Breathitt,A104,CITY #2,582,508,62,7,5,0,0,0,0,0,265,317
Breathitt,A105,BLANTON BRIDGE,471,431,30,8,2,0,0,0,0,0,225,246
Breathitt,B101,OAKDALE,427,348,59,15,4,1,0,0,0,0,199,228
Breathitt,B102,BIG ROCK,578,500,58,17,3,0,0,0,0,0,289,289
Breathitt,B103,SHOULDERBLADE,768,703,48,15,2,0,0,0,0,0,380,388
Breathitt,B104,TURNERS CREEK,584,544,33,2,5,0,0,0,0,0,286,298
Breathitt,B105,WOLFCOAL,581,533,35,11,2,0,0,0,0,0,287,294
Breathitt,C101,LOST CREEK,960,842,85,23,10,0,0,0,0,0,491,469
Breathitt,C102,CANEY SCHOOL,439,395,33,7,3,0,1,0,0,0,227,212
Breathitt,C103,QUICKSAND,720,636,64,11,8,1,0,0,0,0,366,354
Breathitt,C104,WHICK,519,462,40,11,6,0,0,0,0,0,269,250
Breathitt,C105,HAYS BRANCH,410,375,26,5,3,1,0,0,0,0,218,192
Breathitt,D101,ARMORY,275,254,19,1,1,0,0,0,0,0,134,141
Breathitt,D102,CITY SCHOOL,703,598,79,18,7,0,1,0,0,0,334,369
Breathitt,D103,STATE GARAGE,650,588,47,9,6,0,0,0,0,0,334,316
Breathitt,D104,HUNTING CREEK,372,327,40,3,1,1,0,0,0,0,186,186
Breathitt,D105,SPRING FORK,157,144,11,1,1,0,0,0,0,0,88,69
Breathitt,D106,CITY #1,541,462,58,16,4,1,0,0,0,0,240,301
Breckinridge,A101,HARDINSBURG #1,1533,711,733,33,49,7,0,0,0,0,673,860
Breckinridge,A102,HARDINSBURG #2,903,419,449,17,17,1,0,0,0,0,439,464
Breckinridge,B101,CLOVERPORT #1,845,430,375,17,21,2,0,0,0,0,424,421
Breckinridge,B102,CLOVERPORT #2,1004,504,437,34,28,0,1,0,0,0,480,524
Breckinridge,B103,MCQUADY,769,361,382,10,15,0,1,0,0,0,377,392
Breckinridge,C101,UNION STAR,1052,498,492,41,17,3,1,0,0,0,531,521
Breckinridge,C102,GARFIELD,1333,466,756,48,62,1,0,0,0,0,650,683
Breckinridge,D101,IRVINGTON #1,1099,553,479,40,24,3,0,0,0,0,527,572
Breckinridge,D102,IRVINGTON #2,962,476,411,39,31,2,1,2,0,0,467,495
Breckinridge,D103,BEWLEYVILLE,759,281,397,48,33,0,0,0,0,0,404,355
Breckinridge,E101,HUDSON,750,315,395,25,14,1,0,0,0,0,382,368
Breckinridge,E102,CUSTER,892,381,433,41,32,5,0,0,0,0,458,434
Breckinridge,E103,HARNED,696,276,385,15,19,1,0,0,0,0,340,356
Breckinridge,F101,MCDANIELS,1810,742,930,80,53,5,0,0,0,0,917,893
Breckinridge,F102,GLEN DEAN,453,203,219,18,13,0,0,0,0,0,234,219
Breckinridge,F103,WESTVIEW,494,216,255,7,16,0,0,0,0,0,239,255
Bullitt,A101,SHEPHERDSVILLE #1,285,130,121,25,8,1,0,0,0,0,142,143
Bullitt,A102,SHEPHERSDSVILLE #1A,1139,551,450,106,27,2,1,2,0,0,546,593
Bullitt,A103,SHEPHERDSVILLE #3,1288,548,568,124,43,5,0,0,0,0,597,691
Bullitt,A104,PLEASANT GROVE #4N,844,380,399,45,17,2,1,0,0,0,413,431
Bullitt,A105,CUPIO #13,1690,779,769,107,31,4,0,0,0,0,864,826
Bullitt,A106,SHEPHERDSVILLE #2A,1983,854,917,144,58,7,1,2,0,0,971,1012
Bullitt,A107,BROOKS #12,1802,826,819,112,40,4,1,0,0,0,894,908
Bullitt,A108,BROOKS #12A,900,436,340,84,34,5,0,1,0,0,427,473
Bullitt,A111,SHEPHERDSVILLE #3A,1708,792,688,180,41,6,1,0,0,0,765,943
Bullitt,A112,PLEASANT GROVE 4A,1467,630,710,82,41,1,1,2,0,0,728,739
