candidate,office,district,party,county,precinct,total votes 
Matthew R. Koch,State Representative,72,REP,Bourbon,Precinct C103,
Emily Ferguson,State Representative,72,DEM,Bourbon,Precinct C103,
Ann Cormican ,State Representative,72,LIB,Bourbon,Precinct C103,
,Ballots Cast,,,Bourbon,Precinct D101,623
,Straight Party,,REP,Bourbon,Precinct D101,116
,Straight Party,,DEM,Bourbon,Precinct D101,70
,Straight Party,,LIB,Bourbon,Precinct D101,11
Andy Barr,U.S. House,6,REP,Bourbon,Precinct D101,405
Amy McGrath,U.S. House,6,DEM,Bourbon,Precinct D101,205
Frank Harris,U.S. House,6,LIB,Bourbon,Precinct D101,3
Rikka L. Wallin,U.S. House,6,IND,Bourbon,Precinct D101,2
James Germalic,U.S. House,6,IND,Bourbon,Precinct D101,2
Matthew R. Koch,State Representative,72,REP,Bourbon,Precinct D101,367
Emily Ferguson,State Representative,72,DEM,Bourbon,Precinct D101,244
Ann Cormican ,State Representative,72,LIB,Bourbon,Precinct D101,5
,Ballots Cast,,,Bourbon,Precinct D103,361
,Straight Party,,REP,Bourbon,Precinct D103,61
,Straight Party,,DEM,Bourbon,Precinct D103,50
,Straight Party,,LIB,Bourbon,Precinct D103,3
Andy Barr,U.S. House,6,REP,Bourbon,Precinct D103,207
Amy McGrath,U.S. House,6,DEM,Bourbon,Precinct D103,142
Frank Harris,U.S. House,6,LIB,Bourbon,Precinct D103,7
Rikka L. Wallin,U.S. House,6,IND,Bourbon,Precinct D103,1
James Germalic,U.S. House,6,IND,Bourbon,Precinct D103,1
Matthew R. Koch,State Representative,72,REP,Bourbon,Precinct D103,206
Emily Ferguson,State Representative,72,DEM,Bourbon,Precinct D103,142
Ann Cormican ,State Representative,72,LIB,Bourbon,Precinct D103,6
,Ballots Cast,,,Bourbon,Precinct E101,605
,Straight Party,,REP,Bourbon,Precinct E101,
,Straight Party,,DEM,Bourbon,Precinct E101,
,Straight Party,,LIB,Bourbon,Precinct E101,
Andy Barr,U.S. House,6,REP,Bourbon,Precinct E101,
Amy McGrath,U.S. House,6,DEM,Bourbon,Precinct E101,
Frank Harris,U.S. House,6,LIB,Bourbon,Precinct E101,
Rikka L. Wallin,U.S. House,6,IND,Bourbon,Precinct E101,
James Germalic,U.S. House,6,IND,Bourbon,Precinct E101,
Matthew R. Koch,State Representative,72,REP,Bourbon,Precinct E101,
Emily Ferguson,State Representative,72,DEM,Bourbon,Precinct E101,
Ann Cormican ,State Representative,72,LIB,Bourbon,Precinct E101,
,Ballots Cast,,,Bourbon,Precinct E103,497
,Straight Party,,REP,Bourbon,Precinct E103,
,Straight Party,,DEM,Bourbon,Precinct E103,
,Straight Party,,LIB,Bourbon,Precinct E103,
Andy Barr,U.S. House,6,REP,Bourbon,Precinct E103,
Amy McGrath,U.S. House,6,DEM,Bourbon,Precinct E103,
Frank Harris,U.S. House,6,LIB,Bourbon,Precinct E103,
Rikka L. Wallin,U.S. House,6,IND,Bourbon,Precinct E103,
James Germalic,U.S. House,6,IND,Bourbon,Precinct E103,
Matthew R. Koch,State Representative,72,REP,Bourbon,Precinct E103,
Emily Ferguson,State Representative,72,DEM,Bourbon,Precinct E103,
Ann Cormican ,State Representative,72,LIB,Bourbon,Precinct E103,
,Ballots Cast,,,Bourbon,Precinct F101,511
,Straight Party,,REP,Bourbon,Precinct F101,98
,Straight Party,,DEM,Bourbon,Precinct F101,51
,Straight Party,,LIB,Bourbon,Precinct F101,5
Andy Barr,U.S. House,6,REP,Bourbon,Precinct F101,324
Amy McGrath,U.S. House,6,DEM,Bourbon,Precinct F101,169
Frank Harris,U.S. House,6,LIB,Bourbon,Precinct F101,9
Rikka L. Wallin,U.S. House,6,IND,Bourbon,Precinct F101,2
James Germalic,U.S. House,6,IND,Bourbon,Precinct F101,2
Matthew R. Koch,State Representative,72,REP,Bourbon,Precinct F101,317
Emily Ferguson,State Representative,72,DEM,Bourbon,Precinct F101,179
Ann Cormican ,State Representative,72,LIB,Bourbon,Precinct F101,7
,Ballots Cast,,,Bourbon,Precinct F102,574
,Straight Party,,REP,Bourbon,Precinct F102,
,Straight Party,,DEM,Bourbon,Precinct F102,
,Straight Party,,LIB,Bourbon,Precinct F102,
Andy Barr,U.S. House,6,REP,Bourbon,Precinct F102,
Amy McGrath,U.S. House,6,DEM,Bourbon,Precinct F102,
Frank Harris,U.S. House,6,LIB,Bourbon,Precinct F102,
Rikka L. Wallin,U.S. House,6,IND,Bourbon,Precinct F102,
James Germalic,U.S. House,6,IND,Bourbon,Precinct F102,
Matthew R. Koch,State Representative,72,REP,Bourbon,Precinct F102,
Emily Ferguson,State Representative,72,DEM,Bourbon,Precinct F102,
Ann Cormican ,State Representative,72,LIB,Bourbon,Precinct F102,
,Ballots Cast,,,Bourbon,Precinct F103,307
,Straight Party,,REP,Bourbon,Precinct F103,74
,Straight Party,,DEM,Bourbon,Precinct F103,31
,Straight Party,,LIB,Bourbon,Precinct F103,2
Andy Barr,U.S. House,6,REP,Bourbon,Precinct F103,208
Amy McGrath,U.S. House,6,DEM,Bourbon,Precinct F103,94
Frank Harris,U.S. House,6,LIB,Bourbon,Precinct F103,1
Rikka L. Wallin,U.S. House,6,IND,Bourbon,Precinct F103,0
James Germalic,U.S. House,6,IND,Bourbon,Precinct F103,1
Matthew R. Koch,State Representative,72,REP,Bourbon,Precinct F103,200
Emily Ferguson,State Representative,72,DEM,Bourbon,Precinct F103,94
Ann Cormican ,State Representative,72,LIB,Bourbon,Precinct F103,2
,Ballots Cast,,,Bourbon,Precinct G101,583
,Straight Party,,REP,Bourbon,Precinct G101,112
,Straight Party,,DEM,Bourbon,Precinct G101,74
,Straight Party,,LIB,Bourbon,Precinct G101,5
Andy Barr,U.S. House,6,REP,Bourbon,Precinct G101,371
Amy McGrath,U.S. House,6,DEM,Bourbon,Precinct G101,200
Frank Harris,U.S. House,6,LIB,Bourbon,Precinct G101,3
Rikka L. Wallin,U.S. House,6,IND,Bourbon,Precinct G101,2
James Germalic,U.S. House,6,IND,Bourbon,Precinct G101,2
Matthew R. Koch,State Representative,72,REP,Bourbon,Precinct G101,365
Emily Ferguson,State Representative,72,DEM,Bourbon,Precinct G101,202
Ann Cormican ,State Representative,72,LIB,Bourbon,Precinct G101,9
,Ballots Cast,,,Bourbon,Precinct G102,564
,Straight Party,,REP,Bourbon,Precinct G102,83
,Straight Party,,DEM,Bourbon,Precinct G102,102
,Straight Party,,LIB,Bourbon,Precinct G102,3
Andy Barr,U.S. House,6,REP,Bourbon,Precinct G102,299
Amy McGrath,U.S. House,6,DEM,Bourbon,Precinct G102,255
Frank Harris,U.S. House,6,LIB,Bourbon,Precinct G102,6
Rikka L. Wallin,U.S. House,6,IND,Bourbon,Precinct G102,2
James Germalic,U.S. House,6,IND,Bourbon,Precinct G102,0
Matthew R. Koch,State Representative,72,REP,Bourbon,Precinct G102,282
Emily Ferguson,State Representative,72,DEM,Bourbon,Precinct G102,267
Ann Cormican ,State Representative,72,LIB,Bourbon,Precinct G102,7
,Ballots Cast,,,Bourbon,Precinct H101,637
,Straight Party,,REP,Bourbon,Precinct H101,
,Straight Party,,DEM,Bourbon,Precinct H101,
,Straight Party,,LIB,Bourbon,Precinct H101,
Andy Barr,U.S. House,6,REP,Bourbon,Precinct H101,
Amy McGrath,U.S. House,6,DEM,Bourbon,Precinct H101,
Frank Harris,U.S. House,6,LIB,Bourbon,Precinct H101,
Rikka L. Wallin,U.S. House,6,IND,Bourbon,Precinct H101,
James Germalic,U.S. House,6,IND,Bourbon,Precinct H101,
Matthew R. Koch,State Representative,72,REP,Bourbon,Precinct H101,
Emily Ferguson,State Representative,72,DEM,Bourbon,Precinct H101,
Ann Cormican ,State Representative,72,LIB,Bourbon,Precinct H101,
,Ballots Cast,,,Bourbon,Precinct H102,468
,Straight Party,,REP,Bourbon,Precinct H102,
,Straight Party,,DEM,Bourbon,Precinct H102,
,Straight Party,,LIB,Bourbon,Precinct H102,
Andy Barr,U.S. House,6,REP,Bourbon,Precinct H102,
Amy McGrath,U.S. House,6,DEM,Bourbon,Precinct H102,
Frank Harris,U.S. House,6,LIB,Bourbon,Precinct H102,
Rikka L. Wallin,U.S. House,6,IND,Bourbon,Precinct H102,
James Germalic,U.S. House,6,IND,Bourbon,Precinct H102,
Matthew R. Koch,State Representative,72,REP,Bourbon,Precinct H102,
Emily Ferguson,State Representative,72,DEM,Bourbon,Precinct H102,
Ann Cormican ,State Representative,72,LIB,Bourbon,Precinct H102,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
