county,precinct,office,district,candidate,party,votes,eslate,escan,absentee_mail,absentee,absentee_eslate,absentee_escan
Daviess,A139,U.S. House,2,Thomas A. LOECKEN,IND,13,,,,,,
Daviess,A140,U.S. House,2,Thomas A. LOECKEN,IND,6,,,,,,
Daviess,A141,U.S. House,2,Thomas A. LOECKEN,IND,6,,,,,,
Daviess,A142,U.S. House,2,Thomas A. LOECKEN,IND,13,,,,,,
Daviess,A143,U.S. House,2,Thomas A. LOECKEN,IND,9,,,,,,
Daviess,A144,U.S. House,2,Thomas A. LOECKEN,IND,7,,,,,,
Daviess,A145,U.S. House,2,Thomas A. LOECKEN,IND,5,,,,,,
Daviess,A146,U.S. House,2,Thomas A. LOECKEN,IND,12,,,,,,
Daviess,A147,U.S. House,2,Thomas A. LOECKEN,IND,8,,,,,,
Daviess,A148,U.S. House,2,Thomas A. LOECKEN,IND,10,,,,,,
Daviess,B101,U.S. House,2,Thomas A. LOECKEN,IND,12,,,,,,
Daviess,B102,U.S. House,2,Thomas A. LOECKEN,IND,14,,,,,,
Daviess,B103,U.S. House,2,Thomas A. LOECKEN,IND,8,,,,,,
Daviess,B104,U.S. House,2,Thomas A. LOECKEN,IND,14,,,,,,
Daviess,C101,U.S. House,2,Thomas A. LOECKEN,IND,15,,,,,,
Daviess,C102,U.S. House,2,Thomas A. LOECKEN,IND,10,,,,,,
Daviess,D102,U.S. House,2,Thomas A. LOECKEN,IND,6,,,,,,
Daviess,D103,U.S. House,2,Thomas A. LOECKEN,IND,6,,,,,,
Daviess,E101,U.S. House,2,Thomas A. LOECKEN,IND,9,,,,,,
Daviess,E102,U.S. House,2,Thomas A. LOECKEN,IND,10,,,,,,
Daviess,E103,U.S. House,2,Thomas A. LOECKEN,IND,14,,,,,,
Daviess,E104,U.S. House,2,Thomas A. LOECKEN,IND,5,,,,,,
Daviess,F101,U.S. House,2,Thomas A. LOECKEN,IND,18,,,,,,
Daviess,F102,U.S. House,2,Thomas A. LOECKEN,IND,11,,,,,,
Daviess,F103,U.S. House,2,Thomas A. LOECKEN,IND,15,,,,,,
Daviess,F104,U.S. House,2,Thomas A. LOECKEN,IND,7,,,,,,
Daviess,G101,U.S. House,2,Thomas A. LOECKEN,IND,6,,,,,,
Daviess,G102,U.S. House,2,Thomas A. LOECKEN,IND,6,,,,,,
Daviess,G103,U.S. House,2,Thomas A. LOECKEN,IND,6,,,,,,
Daviess,G104,U.S. House,2,Thomas A. LOECKEN,IND,10,,,,,,
Daviess,G105,U.S. House,2,Thomas A. LOECKEN,IND,6,,,,,,
Daviess,H101,U.S. House,2,Thomas A. LOECKEN,IND,5,,,,,,
Daviess,H102,U.S. House,2,Thomas A. LOECKEN,IND,9,,,,,,
Daviess,H103,U.S. House,2,Thomas A. LOECKEN,IND,11,,,,,,
Daviess,H104,U.S. House,2,Thomas A. LOECKEN,IND,12,,,,,,
Daviess,H105,U.S. House,2,Thomas A. LOECKEN,IND,5,,,,,,
Daviess,H106,U.S. House,2,Thomas A. LOECKEN,IND,8,,,,,,
Daviess,H107,U.S. House,2,Thomas A. LOECKEN,IND,8,,,,,,
Daviess,H108,U.S. House,2,Thomas A. LOECKEN,IND,4,,,,,,
Daviess,H109,U.S. House,2,Thomas A. LOECKEN,IND,5,,,,,,
Daviess,H110,U.S. House,2,Thomas A. LOECKEN,IND,3,,,,,,
Daviess,H111,U.S. House,2,Thomas A. LOECKEN,IND,15,,,,,,
Daviess,H112,U.S. House,2,Thomas A. LOECKEN,IND,5,,,,,,
Daviess,H113,U.S. House,2,Thomas A. LOECKEN,IND,8,,,,,,
Daviess,H114,U.S. House,2,Thomas A. LOECKEN,IND,8,,,,,,
Daviess,H115,U.S. House,2,Thomas A. LOECKEN,IND,11,,,,,,
Daviess,H116,U.S. House,2,Thomas A. LOECKEN,IND,4,,,,,,
Daviess,H117,U.S. House,2,Thomas A. LOECKEN,IND,13,,,,,,
Daviess,AB,State Representative,7,Suzanne MILES,REP,275,,,,,,
Daviess,A110,State Representative,7,Suzanne MILES,REP,165,,,,,,
Daviess,A111,State Representative,7,Suzanne MILES,REP,338,,,,,,
Daviess,A115,State Representative,7,Suzanne MILES,REP,320,,,,,,
Daviess,A138,State Representative,7,Suzanne MILES,REP,263,,,,,,
Daviess,A139,State Representative,7,Suzanne MILES,REP,303,,,,,,
Daviess,A141,State Representative,7,Suzanne MILES,REP,227,,,,,,
Daviess,A143,State Representative,7,Suzanne MILES,REP,87,,,,,,
Daviess,A146,State Representative,7,Suzanne MILES,REP,370,,,,,,
Daviess,A147,State Representative,7,Suzanne MILES,REP,213,,,,,,
Daviess,B101,State Representative,7,Suzanne MILES,REP,204,,,,,,
Daviess,B103,State Representative,7,Suzanne MILES,REP,244,,,,,,
Daviess,C101,State Representative,7,Suzanne MILES,REP,595,,,,,,
Daviess,D102,State Representative,7,Suzanne MILES,REP,246,,,,,,
Daviess,D103,State Representative,7,Suzanne MILES,REP,137,,,,,,
Daviess,E101,State Representative,7,Suzanne MILES,REP,287,,,,,,
Daviess,H101,State Representative,7,Suzanne MILES,REP,204,,,,,,
Daviess,H108,State Representative,7,Suzanne MILES,REP,201,,,,,,
Daviess,H109,State Representative,7,Suzanne MILES,REP,253,,,,,,
Daviess,H114,State Representative,7,Suzanne MILES,REP,202,,,,,,
Daviess,H117,State Representative,7,Suzanne MILES,REP,645,,,,,,
Daviess,AB,State Representative,7,Joy GRAY,DEM,192,,,,,,
Daviess,A110,State Representative,7,Joy GRAY,DEM,180,,,,,,
Daviess,A111,State Representative,7,Joy GRAY,DEM,217,,,,,,
Daviess,A115,State Representative,7,Joy GRAY,DEM,185,,,,,,
Daviess,A138,State Representative,7,Joy GRAY,DEM,188,,,,,,
Daviess,A139,State Representative,7,Joy GRAY,DEM,240,,,,,,
Daviess,A141,State Representative,7,Joy GRAY,DEM,162,,,,,,
Daviess,A143,State Representative,7,Joy GRAY,DEM,108,,,,,,
Daviess,A146,State Representative,7,Joy GRAY,DEM,255,,,,,,
Daviess,A147,State Representative,7,Joy GRAY,DEM,203,,,,,,
Daviess,B101,State Representative,7,Joy GRAY,DEM,204,,,,,,
Daviess,B103,State Representative,7,Joy GRAY,DEM,108,,,,,,
Daviess,C101,State Representative,7,Joy GRAY,DEM,380,,,,,,
Daviess,D102,State Representative,7,Joy GRAY,DEM,164,,,,,,
Daviess,D103,State Representative,7,Joy GRAY,DEM,111,,,,,,
Daviess,E101,State Representative,7,Joy GRAY,DEM,131,,,,,,
Daviess,H101,State Representative,7,Joy GRAY,DEM,100,,,,,,
Daviess,H108,State Representative,7,Joy GRAY,DEM,60,,,,,,
Daviess,H109,State Representative,7,Joy GRAY,DEM,127,,,,,,
Daviess,H114,State Representative,7,Joy GRAY,DEM,105,,,,,,
Daviess,H117,State Representative,7,Joy GRAY,DEM,330,,,,,,
Daviess,AB,State Representative,11,James BUCKMASTER,REP,29,,,,,,
Daviess,B102,State Representative,11,James BUCKMASTER,REP,539,,,,,,
Daviess,B104,State Representative,11,James BUCKMASTER,REP,302,,,,,,
Daviess,C102,State Representative,11,James BUCKMASTER,REP,218,,,,,,
Daviess,AB,State Representative,11,"Robert ""Rob"" WIEDERSTEIN",DEM,24,,,,,,
Daviess,B102,State Representative,11,"Robert ""Rob"" WIEDERSTEIN",DEM,378,,,,,,
Daviess,B104,State Representative,11,"Robert ""Rob"" WIEDERSTEIN",DEM,199,,,,,,
Daviess,C102,State Representative,11,"Robert ""Rob"" WIEDERSTEIN",DEM,152,,,,,,
Daviess,AB,State Representative,12,Jim GOOCH JR.,REP,47,,,,,,
Daviess,E102,State Representative,12,Jim GOOCH JR.,REP,314,,,,,,
Daviess,E103,State Representative,12,Jim GOOCH JR.,REP,301,,,,,,
Daviess,E104,State Representative,12,Jim GOOCH JR.,REP,60,,,,,,
Daviess,F102,State Representative,12,Jim GOOCH JR.,REP,436,,,,,,
Daviess,F103,State Representative,12,Jim GOOCH JR.,REP,300,,,,,,
Daviess,AB,State Representative,12,Bruce KUNZE,DEM,48,,,,,,
Daviess,E102,State Representative,12,Bruce KUNZE,DEM,206,,,,,,
Daviess,E103,State Representative,12,Bruce KUNZE,DEM,267,,,,,,
Daviess,E104,State Representative,12,Bruce KUNZE,DEM,59,,,,,,
Daviess,F102,State Representative,12,Bruce KUNZE,DEM,395,,,,,,
Daviess,F103,State Representative,12,Bruce KUNZE,DEM,249,,,,,,
Daviess,AB,State Representative,13,D J JOHNSON,REP,334,,,,,,
Daviess,A101,State Representative,13,D J JOHNSON,REP,117,,,,,,
Daviess,A102,State Representative,13,D J JOHNSON,REP,90,,,,,,
Daviess,A103,State Representative,13,D J JOHNSON,REP,170,,,,,,
Daviess,A104,State Representative,13,D J JOHNSON,REP,165,,,,,,
Daviess,A105,State Representative,13,D J JOHNSON,REP,323,,,,,,
Daviess,A106,State Representative,13,D J JOHNSON,REP,147,,,,,,
Daviess,A107,State Representative,13,D J JOHNSON,REP,56,,,,,,
Daviess,A108,State Representative,13,D J JOHNSON,REP,121,,,,,,
Daviess,A109,State Representative,13,D J JOHNSON,REP,150,,,,,,
Daviess,A112,State Representative,13,D J JOHNSON,REP,53,,,,,,
Daviess,A113,State Representative,13,D J JOHNSON,REP,86,,,,,,
Daviess,A114,State Representative,13,D J JOHNSON,REP,117,,,,,,
Daviess,A116,State Representative,13,D J JOHNSON,REP,218,,,,,,
Daviess,A118,State Representative,13,D J JOHNSON,REP,65,,,,,,
Daviess,A119,State Representative,13,D J JOHNSON,REP,107,,,,,,
Daviess,A120,State Representative,13,D J JOHNSON,REP,187,,,,,,
Daviess,A121,State Representative,13,D J JOHNSON,REP,129,,,,,,
Daviess,A122,State Representative,13,D J JOHNSON,REP,68,,,,,,
Daviess,A123,State Representative,13,D J JOHNSON,REP,129,,,,,,
Daviess,A124,State Representative,13,D J JOHNSON,REP,229,,,,,,
Daviess,A125,State Representative,13,D J JOHNSON,REP,190,,,,,,
Daviess,A126,State Representative,13,D J JOHNSON,REP,215,,,,,,
Daviess,A127,State Representative,13,D J JOHNSON,REP,224,,,,,,
Daviess,A128,State Representative,13,D J JOHNSON,REP,163,,,,,,
Daviess,A129,State Representative,13,D J JOHNSON,REP,156,,,,,,
Daviess,A130,State Representative,13,D J JOHNSON,REP,154,,,,,,
Daviess,A131,State Representative,13,D J JOHNSON,REP,154,,,,,,
Daviess,A132,State Representative,13,D J JOHNSON,REP,203,,,,,,
Daviess,A133,State Representative,13,D J JOHNSON,REP,199,,,,,,
Daviess,A134,State Representative,13,D J JOHNSON,REP,245,,,,,,
Daviess,A135,State Representative,13,D J JOHNSON,REP,96,,,,,,
Daviess,A136,State Representative,13,D J JOHNSON,REP,191,,,,,,
Daviess,A137,State Representative,13,D J JOHNSON,REP,162,,,,,,
Daviess,A140,State Representative,13,D J JOHNSON,REP,174,,,,,,
Daviess,A142,State Representative,13,D J JOHNSON,REP,122,,,,,,
Daviess,A144,State Representative,13,D J JOHNSON,REP,174,,,,,,
Daviess,A145,State Representative,13,D J JOHNSON,REP,123,,,,,,
Daviess,A148,State Representative,13,D J JOHNSON,REP,241,,,,,,
Daviess,H116,State Representative,13,D J JOHNSON,REP,71,,,,,,
