county,precinct,office,district,candidate,party,votes,eslate,escan,absentee_mail,absentee,absentee_eslate,absentee_escan
Daviess,AB,U.S. House,2,S. Brett GUTHRIE,REP,962,,,,,,
Daviess,A101,U.S. House,2,S. Brett GUTHRIE,REP,125,,,,,,
Daviess,A102,U.S. House,2,S. Brett GUTHRIE,REP,91,,,,,,
Daviess,A103,U.S. House,2,S. Brett GUTHRIE,REP,169,,,,,,
Daviess,A104,U.S. House,2,S. Brett GUTHRIE,REP,177,,,,,,
Daviess,A105,U.S. House,2,S. Brett GUTHRIE,REP,342,,,,,,
Daviess,A106,U.S. House,2,S. Brett GUTHRIE,REP,160,,,,,,
Daviess,A107,U.S. House,2,S. Brett GUTHRIE,REP,65,,,,,,
Daviess,A108,U.S. House,2,S. Brett GUTHRIE,REP,133,,,,,,
Daviess,A109,U.S. House,2,S. Brett GUTHRIE,REP,158,,,,,,
Daviess,A110,U.S. House,2,S. Brett GUTHRIE,REP,170,,,,,,
Daviess,A111,U.S. House,2,S. Brett GUTHRIE,REP,365,,,,,,
Daviess,A112,U.S. House,2,S. Brett GUTHRIE,REP,56,,,,,,
Daviess,A113,U.S. House,2,S. Brett GUTHRIE,REP,89,,,,,,
Daviess,A114,U.S. House,2,S. Brett GUTHRIE,REP,120,,,,,,
Daviess,A115,U.S. House,2,S. Brett GUTHRIE,REP,363,,,,,,
Daviess,A116,U.S. House,2,S. Brett GUTHRIE,REP,224,,,,,,
Daviess,A118,U.S. House,2,S. Brett GUTHRIE,REP,71,,,,,,
Daviess,A119,U.S. House,2,S. Brett GUTHRIE,REP,116,,,,,,
Daviess,A120,U.S. House,2,S. Brett GUTHRIE,REP,188,,,,,,
Daviess,A121,U.S. House,2,S. Brett GUTHRIE,REP,132,,,,,,
Daviess,A122,U.S. House,2,S. Brett GUTHRIE,REP,75,,,,,,
Daviess,A123,U.S. House,2,S. Brett GUTHRIE,REP,139,,,,,,
Daviess,A124,U.S. House,2,S. Brett GUTHRIE,REP,254,,,,,,
Daviess,A125,U.S. House,2,S. Brett GUTHRIE,REP,210,,,,,,
Daviess,A126,U.S. House,2,S. Brett GUTHRIE,REP,221,,,,,,
Daviess,A127,U.S. House,2,S. Brett GUTHRIE,REP,231,,,,,,
Daviess,A128,U.S. House,2,S. Brett GUTHRIE,REP,174,,,,,,
Daviess,A129,U.S. House,2,S. Brett GUTHRIE,REP,164,,,,,,
Daviess,A130,U.S. House,2,S. Brett GUTHRIE,REP,155,,,,,,
Daviess,A131,U.S. House,2,S. Brett GUTHRIE,REP,171,,,,,,
Daviess,A132,U.S. House,2,S. Brett GUTHRIE,REP,204,,,,,,
Daviess,A133,U.S. House,2,S. Brett GUTHRIE,REP,223,,,,,,
Daviess,A134,U.S. House,2,S. Brett GUTHRIE,REP,250,,,,,,
Daviess,A135,U.S. House,2,S. Brett GUTHRIE,REP,107,,,,,,
Daviess,A136,U.S. House,2,S. Brett GUTHRIE,REP,190,,,,,,
Daviess,A137,U.S. House,2,S. Brett GUTHRIE,REP,163,,,,,,
Daviess,A138,U.S. House,2,S. Brett GUTHRIE,REP,271,,,,,,
Daviess,A139,U.S. House,2,S. Brett GUTHRIE,REP,346,,,,,,
Daviess,A140,U.S. House,2,S. Brett GUTHRIE,REP,179,,,,,,
Daviess,A141,U.S. House,2,S. Brett GUTHRIE,REP,237,,,,,,
Daviess,A142,U.S. House,2,S. Brett GUTHRIE,REP,138,,,,,,
Daviess,A143,U.S. House,2,S. Brett GUTHRIE,REP,91,,,,,,
Daviess,A144,U.S. House,2,S. Brett GUTHRIE,REP,174,,,,,,
Daviess,A145,U.S. House,2,S. Brett GUTHRIE,REP,130,,,,,,
Daviess,A146,U.S. House,2,S. Brett GUTHRIE,REP,393,,,,,,
Daviess,A147,U.S. House,2,S. Brett GUTHRIE,REP,231,,,,,,
Daviess,A148,U.S. House,2,S. Brett GUTHRIE,REP,260,,,,,,
Daviess,B101,U.S. House,2,S. Brett GUTHRIE,REP,208,,,,,,
Daviess,B102,U.S. House,2,S. Brett GUTHRIE,REP,583,,,,,,
Daviess,B103,U.S. House,2,S. Brett GUTHRIE,REP,246,,,,,,
Daviess,B104,U.S. House,2,S. Brett GUTHRIE,REP,337,,,,,,
Daviess,C101,U.S. House,2,S. Brett GUTHRIE,REP,635,,,,,,
Daviess,C102,U.S. House,2,S. Brett GUTHRIE,REP,255,,,,,,
Daviess,D102,U.S. House,2,S. Brett GUTHRIE,REP,284,,,,,,
Daviess,D103,U.S. House,2,S. Brett GUTHRIE,REP,159,,,,,,
Daviess,E101,U.S. House,2,S. Brett GUTHRIE,REP,302,,,,,,
Daviess,E102,U.S. House,2,S. Brett GUTHRIE,REP,379,,,,,,
Daviess,E103,U.S. House,2,S. Brett GUTHRIE,REP,417,,,,,,
Daviess,E104,U.S. House,2,S. Brett GUTHRIE,REP,88,,,,,,
Daviess,F101,U.S. House,2,S. Brett GUTHRIE,REP,329,,,,,,
Daviess,F102,U.S. House,2,S. Brett GUTHRIE,REP,555,,,,,,
Daviess,F103,U.S. House,2,S. Brett GUTHRIE,REP,389,,,,,,
Daviess,F104,U.S. House,2,S. Brett GUTHRIE,REP,280,,,,,,
Daviess,G101,U.S. House,2,S. Brett GUTHRIE,REP,260,,,,,,
Daviess,G102,U.S. House,2,S. Brett GUTHRIE,REP,192,,,,,,
Daviess,G103,U.S. House,2,S. Brett GUTHRIE,REP,241,,,,,,
Daviess,G104,U.S. House,2,S. Brett GUTHRIE,REP,325,,,,,,
Daviess,G105,U.S. House,2,S. Brett GUTHRIE,REP,146,,,,,,
Daviess,H101,U.S. House,2,S. Brett GUTHRIE,REP,214,,,,,,
Daviess,H102,U.S. House,2,S. Brett GUTHRIE,REP,463,,,,,,
Daviess,H103,U.S. House,2,S. Brett GUTHRIE,REP,421,,,,,,
Daviess,H104,U.S. House,2,S. Brett GUTHRIE,REP,311,,,,,,
Daviess,H105,U.S. House,2,S. Brett GUTHRIE,REP,312,,,,,,
Daviess,H106,U.S. House,2,S. Brett GUTHRIE,REP,104,,,,,,
Daviess,H107,U.S. House,2,S. Brett GUTHRIE,REP,358,,,,,,
Daviess,H108,U.S. House,2,S. Brett GUTHRIE,REP,207,,,,,,
Daviess,H109,U.S. House,2,S. Brett GUTHRIE,REP,257,,,,,,
Daviess,H110,U.S. House,2,S. Brett GUTHRIE,REP,226,,,,,,
Daviess,H111,U.S. House,2,S. Brett GUTHRIE,REP,368,,,,,,
Daviess,H112,U.S. House,2,S. Brett GUTHRIE,REP,389,,,,,,
Daviess,H113,U.S. House,2,S. Brett GUTHRIE,REP,199,,,,,,
Daviess,H114,U.S. House,2,S. Brett GUTHRIE,REP,208,,,,,,
Daviess,H115,U.S. House,2,S. Brett GUTHRIE,REP,650,,,,,,
Daviess,H116,U.S. House,2,S. Brett GUTHRIE,REP,73,,,,,,
Daviess,H117,U.S. House,2,S. Brett GUTHRIE,REP,682,,,,,,
Daviess,AB,U.S. House,2,Hank LINDERMAN,DEM,648,,,,,,
Daviess,A101,U.S. House,2,Hank LINDERMAN,DEM,95,,,,,,
Daviess,A102,U.S. House,2,Hank LINDERMAN,DEM,94,,,,,,
Daviess,A103,U.S. House,2,Hank LINDERMAN,DEM,162,,,,,,
Daviess,A104,U.S. House,2,Hank LINDERMAN,DEM,172,,,,,,
Daviess,A105,U.S. House,2,Hank LINDERMAN,DEM,189,,,,,,
Daviess,A106,U.S. House,2,Hank LINDERMAN,DEM,153,,,,,,
Daviess,A107,U.S. House,2,Hank LINDERMAN,DEM,93,,,,,,
Daviess,A108,U.S. House,2,Hank LINDERMAN,DEM,86,,,,,,
Daviess,A109,U.S. House,2,Hank LINDERMAN,DEM,157,,,,,,
Daviess,A110,U.S. House,2,Hank LINDERMAN,DEM,157,,,,,,
Daviess,A111,U.S. House,2,Hank LINDERMAN,DEM,182,,,,,,
Daviess,A112,U.S. House,2,Hank LINDERMAN,DEM,184,,,,,,
Daviess,A113,U.S. House,2,Hank LINDERMAN,DEM,96,,,,,,
Daviess,A114,U.S. House,2,Hank LINDERMAN,DEM,194,,,,,,
Daviess,A115,U.S. House,2,Hank LINDERMAN,DEM,130,,,,,,
Daviess,A116,U.S. House,2,Hank LINDERMAN,DEM,192,,,,,,
Daviess,A118,U.S. House,2,Hank LINDERMAN,DEM,90,,,,,,
Daviess,A119,U.S. House,2,Hank LINDERMAN,DEM,108,,,,,,
Daviess,A120,U.S. House,2,Hank LINDERMAN,DEM,140,,,,,,
Daviess,A121,U.S. House,2,Hank LINDERMAN,DEM,121,,,,,,
Daviess,A122,U.S. House,2,Hank LINDERMAN,DEM,89,,,,,,
Daviess,A123,U.S. House,2,Hank LINDERMAN,DEM,117,,,,,,
Daviess,A124,U.S. House,2,Hank LINDERMAN,DEM,219,,,,,,
Daviess,A125,U.S. House,2,Hank LINDERMAN,DEM,99,,,,,,
Daviess,A126,U.S. House,2,Hank LINDERMAN,DEM,162,,,,,,
Daviess,A127,U.S. House,2,Hank LINDERMAN,DEM,156,,,,,,
Daviess,A128,U.S. House,2,Hank LINDERMAN,DEM,137,,,,,,
Daviess,A129,U.S. House,2,Hank LINDERMAN,DEM,144,,,,,,
Daviess,A130,U.S. House,2,Hank LINDERMAN,DEM,149,,,,,,
Daviess,A131,U.S. House,2,Hank LINDERMAN,DEM,110,,,,,,
Daviess,A132,U.S. House,2,Hank LINDERMAN,DEM,168,,,,,,
Daviess,A133,U.S. House,2,Hank LINDERMAN,DEM,106,,,,,,
Daviess,A134,U.S. House,2,Hank LINDERMAN,DEM,176,,,,,,
Daviess,A135,U.S. House,2,Hank LINDERMAN,DEM,80,,,,,,
Daviess,A136,U.S. House,2,Hank LINDERMAN,DEM,141,,,,,,
Daviess,A137,U.S. House,2,Hank LINDERMAN,DEM,109,,,,,,
Daviess,A138,U.S. House,2,Hank LINDERMAN,DEM,168,,,,,,
Daviess,A139,U.S. House,2,Hank LINDERMAN,DEM,181,,,,,,
Daviess,A140,U.S. House,2,Hank LINDERMAN,DEM,122,,,,,,
Daviess,A141,U.S. House,2,Hank LINDERMAN,DEM,141,,,,,,
Daviess,A142,U.S. House,2,Hank LINDERMAN,DEM,217,,,,,,
Daviess,A143,U.S. House,2,Hank LINDERMAN,DEM,96,,,,,,
Daviess,A144,U.S. House,2,Hank LINDERMAN,DEM,137,,,,,,
Daviess,A145,U.S. House,2,Hank LINDERMAN,DEM,73,,,,,,
Daviess,A146,U.S. House,2,Hank LINDERMAN,DEM,220,,,,,,
Daviess,A147,U.S. House,2,Hank LINDERMAN,DEM,177,,,,,,
Daviess,A148,U.S. House,2,Hank LINDERMAN,DEM,137,,,,,,
Daviess,B101,U.S. House,2,Hank LINDERMAN,DEM,182,,,,,,
Daviess,B102,U.S. House,2,Hank LINDERMAN,DEM,341,,,,,,
Daviess,B103,U.S. House,2,Hank LINDERMAN,DEM,94,,,,,,
Daviess,B104,U.S. House,2,Hank LINDERMAN,DEM,159,,,,,,
Daviess,C101,U.S. House,2,Hank LINDERMAN,DEM,317,,,,,,
Daviess,C102,U.S. House,2,Hank LINDERMAN,DEM,122,,,,,,
Daviess,D102,U.S. House,2,Hank LINDERMAN,DEM,117,,,,,,
Daviess,D103,U.S. House,2,Hank LINDERMAN,DEM,76,,,,,,
Daviess,E101,U.S. House,2,Hank LINDERMAN,DEM,105,,,,,,
Daviess,E102,U.S. House,2,Hank LINDERMAN,DEM,130,,,,,,
Daviess,E103,U.S. House,2,Hank LINDERMAN,DEM,141,,,,,,
Daviess,E104,U.S. House,2,Hank LINDERMAN,DEM,25,,,,,,
Daviess,F101,U.S. House,2,Hank LINDERMAN,DEM,190,,,,,,
Daviess,F102,U.S. House,2,Hank LINDERMAN,DEM,262,,,,,,
Daviess,F103,U.S. House,2,Hank LINDERMAN,DEM,144,,,,,,
Daviess,F104,U.S. House,2,Hank LINDERMAN,DEM,125,,,,,,
Daviess,G101,U.S. House,2,Hank LINDERMAN,DEM,87,,,,,,
Daviess,G102,U.S. House,2,Hank LINDERMAN,DEM,125,,,,,,
Daviess,G103,U.S. House,2,Hank LINDERMAN,DEM,107,,,,,,
Daviess,G104,U.S. House,2,Hank LINDERMAN,DEM,139,,,,,,
Daviess,G105,U.S. House,2,Hank LINDERMAN,DEM,79,,,,,,
Daviess,H101,U.S. House,2,Hank LINDERMAN,DEM,87,,,,,,
Daviess,H102,U.S. House,2,Hank LINDERMAN,DEM,190,,,,,,
Daviess,H103,U.S. House,2,Hank LINDERMAN,DEM,168,,,,,,
Daviess,H104,U.S. House,2,Hank LINDERMAN,DEM,120,,,,,,
Daviess,H105,U.S. House,2,Hank LINDERMAN,DEM,157,,,,,,
Daviess,H106,U.S. House,2,Hank LINDERMAN,DEM,62,,,,,,
Daviess,H107,U.S. House,2,Hank LINDERMAN,DEM,143,,,,,,
Daviess,H108,U.S. House,2,Hank LINDERMAN,DEM,51,,,,,,
Daviess,H109,U.S. House,2,Hank LINDERMAN,DEM,114,,,,,,
Daviess,H110,U.S. House,2,Hank LINDERMAN,DEM,61,,,,,,
Daviess,H111,U.S. House,2,Hank LINDERMAN,DEM,197,,,,,,
Daviess,H112,U.S. House,2,Hank LINDERMAN,DEM,166,,,,,,
Daviess,H113,U.S. House,2,Hank LINDERMAN,DEM,88,,,,,,
Daviess,H114,U.S. House,2,Hank LINDERMAN,DEM,89,,,,,,
Daviess,H115,U.S. House,2,Hank LINDERMAN,DEM,256,,,,,,
Daviess,H116,U.S. House,2,Hank LINDERMAN,DEM,42,,,,,,
Daviess,H117,U.S. House,2,Hank LINDERMAN,DEM,279,,,,,,
Daviess,AB,U.S. House,2,Thomas A. LOECKEN,IND,23,,,,,,
Daviess,A101,U.S. House,2,Thomas A. LOECKEN,IND,9,,,,,,
Daviess,A102,U.S. House,2,Thomas A. LOECKEN,IND,6,,,,,,
Daviess,A103,U.S. House,2,Thomas A. LOECKEN,IND,17,,,,,,
Daviess,A104,U.S. House,2,Thomas A. LOECKEN,IND,11,,,,,,
Daviess,A105,U.S. House,2,Thomas A. LOECKEN,IND,16,,,,,,
Daviess,A106,U.S. House,2,Thomas A. LOECKEN,IND,5,,,,,,
Daviess,A107,U.S. House,2,Thomas A. LOECKEN,IND,5,,,,,,
Daviess,A108,U.S. House,2,Thomas A. LOECKEN,IND,6,,,,,,
Daviess,A109,U.S. House,2,Thomas A. LOECKEN,IND,11,,,,,,
Daviess,A110,U.S. House,2,Thomas A. LOECKEN,IND,8,,,,,,
Daviess,A111,U.S. House,2,Thomas A. LOECKEN,IND,11,,,,,,
Daviess,A112,U.S. House,2,Thomas A. LOECKEN,IND,5,,,,,,
Daviess,A113,U.S. House,2,Thomas A. LOECKEN,IND,11,,,,,,
Daviess,A114,U.S. House,2,Thomas A. LOECKEN,IND,10,,,,,,
Daviess,A115,U.S. House,2,Thomas A. LOECKEN,IND,13,,,,,,
Daviess,A116,U.S. House,2,Thomas A. LOECKEN,IND,14,,,,,,
Daviess,A118,U.S. House,2,Thomas A. LOECKEN,IND,4,,,,,,
Daviess,A119,U.S. House,2,Thomas A. LOECKEN,IND,9,,,,,,
Daviess,A120,U.S. House,2,Thomas A. LOECKEN,IND,13,,,,,,
Daviess,A121,U.S. House,2,Thomas A. LOECKEN,IND,14,,,,,,
Daviess,A122,U.S. House,2,Thomas A. LOECKEN,IND,4,,,,,,
Daviess,A123,U.S. House,2,Thomas A. LOECKEN,IND,8,,,,,,
Daviess,A124,U.S. House,2,Thomas A. LOECKEN,IND,15,,,,,,
Daviess,A125,U.S. House,2,Thomas A. LOECKEN,IND,5,,,,,,
Daviess,A126,U.S. House,2,Thomas A. LOECKEN,IND,11,,,,,,
Daviess,A127,U.S. House,2,Thomas A. LOECKEN,IND,9,,,,,,
Daviess,A128,U.S. House,2,Thomas A. LOECKEN,IND,7,,,,,,
Daviess,A129,U.S. House,2,Thomas A. LOECKEN,IND,6,,,,,,
Daviess,A130,U.S. House,2,Thomas A. LOECKEN,IND,13,,,,,,
Daviess,A131,U.S. House,2,Thomas A. LOECKEN,IND,6,,,,,,
Daviess,A132,U.S. House,2,Thomas A. LOECKEN,IND,8,,,,,,
Daviess,A133,U.S. House,2,Thomas A. LOECKEN,IND,6,,,,,,
Daviess,A134,U.S. House,2,Thomas A. LOECKEN,IND,10,,,,,,
Daviess,A135,U.S. House,2,Thomas A. LOECKEN,IND,7,,,,,,
Daviess,A136,U.S. House,2,Thomas A. LOECKEN,IND,12,,,,,,
Daviess,A137,U.S. House,2,Thomas A. LOECKEN,IND,6,,,,,,
Daviess,A138,U.S. House,2,Thomas A. LOECKEN,IND,12,,,,,,
