candidate,office,district,party,county,precinct,votes
,Ballots Cast,,,Simpson,Precinct AB,369
,Straight Party,,REP,Simpson,Precinct AB,62
,Straight Party,,DEM,Simpson,Precinct AB,52
James R. Comer,U.S. House,1,REP,Simpson,Precinct AB,232
Paul Walker,U.S. House,1,DEM,Simpson,Precinct AB,119
Savannah Maddox,State Representative,22,REP,Simpson,Precinct AB,184
Darrell L. Link,State Representative,22,DEM,Simpson,Precinct AB,180
,Ballots Cast,,,Simpson,Precinct A101,656
,Straight Party,,REP,Simpson,Precinct A101,122
,Straight Party,,DEM,Simpson,Precinct A101,69
James R. Comer,U.S. House,1,REP,Simpson,Precinct A101,455
Paul Walker,U.S. House,1,DEM,Simpson,Precinct A101,177
Savannah Maddox,State Representative,22,REP,Simpson,Precinct A101,369
Darrell L. Link,State Representative,22,DEM,Simpson,Precinct A101,276
,Ballots Cast,,,Simpson,Precinct A102,507
,Straight Party,,REP,Simpson,Precinct A102,98
,Straight Party,,DEM,Simpson,Precinct A102,47
James R. Comer,U.S. House,1,REP,Simpson,Precinct A102,354
Paul Walker,U.S. House,1,DEM,Simpson,Precinct A102,144
Savannah Maddox,State Representative,22,REP,Simpson,Precinct A102,266
Darrell L. Link,State Representative,22,DEM,Simpson,Precinct A102,234
,Ballots Cast,,,Simpson,Precinct B101,567
,Straight Party,,REP,Simpson,Precinct B101,94
,Straight Party,,DEM,Simpson,Precinct B101,64
James R. Comer,U.S. House,1,REP,Simpson,Precinct B101,350
Paul Walker,U.S. House,1,DEM,Simpson,Precinct B101,193
Savannah Maddox,State Representative,22,REP,Simpson,Precinct B101,273
Darrell L. Link,State Representative,22,DEM,Simpson,Precinct B101,286
,Ballots Cast,,,Simpson,Precinct B103,667
,Straight Party,,REP,Simpson,Precinct B103,81
,Straight Party,,DEM,Simpson,Precinct B103,82
James R. Comer,U.S. House,1,REP,Simpson,Precinct B103,377
Paul Walker,U.S. House,1,DEM,Simpson,Precinct B103,253
Savannah Maddox,State Representative,22,REP,Simpson,Precinct B103,283
Darrell L. Link,State Representative,22,DEM,Simpson,Precinct B103,374
,Ballots Cast,,,Simpson,Precinct C101,267
,Straight Party,,REP,Simpson,Precinct C101,29
,Straight Party,,DEM,Simpson,Precinct C101,41
James R. Comer,U.S. House,1,REP,Simpson,Precinct C101,159
Paul Walker,U.S. House,1,DEM,Simpson,Precinct C101,98
Savannah Maddox,State Representative,22,REP,Simpson,Precinct C101,140
Darrell L. Link,State Representative,22,DEM,Simpson,Precinct C101,124
,Ballots Cast,,,Simpson,Precinct C103,359
,Straight Party,,REP,Simpson,Precinct C103,53
,Straight Party,,DEM,Simpson,Precinct C103,61
James R. Comer,U.S. House,1,REP,Simpson,Precinct C103,203
Paul Walker,U.S. House,1,DEM,Simpson,Precinct C103,135
