candidate,office,district,party,county,precinct,votes
,Ballots Cast,,,Jefferson,A105,881
,Straight Party,,REP,Jefferson,A105,176
,Straight Party,,DEM,Jefferson,A105,351
,Straight Party,,LIB,Jefferson,A105,3
,Straight Party,,AME,Jefferson,A105,4
Vickie Yates B Glisson,U.S. House,3,,Jefferson,A105,316
John A Yarmuth,U.S. House,3,,Jefferson,A105,555
Gregory Boles,U.S. House,3,,Jefferson,A105,8
Thomas Massie,U.S. House,4,,Jefferson,A105,
Seth Hall,U.S. House,4,,Jefferson,A105,
Mike Moffett,U.S. House,4,,Jefferson,A105,
Dennis L Parrett,State Senate,10,,Jefferson,A105,
Jimmy Higdon,State Senate,14,,Jefferson,A105,
Stephanie Compton,State Senate,14,,Jefferson,A105,
Paul R. Hornback,State Senate,20,,Jefferson,A105,
Dave Suetholz,State Senate,20,,Jefferson,A105,
Ernie Harris,State Senate,26,,Jefferson,A105,
Karen Berg,State Senate,26,,Jefferson,A105,
Jody Hurt,State Senate,26,,Jefferson,A105,
Julie Raque Adams,State Senate,36,,Jefferson,A105,
Sheri A Donahue,State Senate,36,,Jefferson,A105,
Dan Malano Seum,State Senate,38,,Jefferson,A105,
"Brenda Sue ""Susie"" Board",State Senate,38,,Jefferson,A105,
Charles W Miller,State Representative,28,,Jefferson,A105,669
Kevin D Bratcher,State Representative,29,,Jefferson,A105,
Ronel A Brown,State Representative,29,,Jefferson,A105,
Christina O'Connor,State Representative,30,,Jefferson,A105,
Tom Burch ,State Representative,30,,Jefferson,A105,
Leigh Boland Jones,State Representative,31,,Jefferson,A105,
Josie Raymond,State Representative,31,,Jefferson,A105,
Phil Moffett,State Representative,32,,Jefferson,A105,
Tina Bojanowski,State Representative,32,,Jefferson,A105,
Jason Michael Nemes,State Representative,33,,Jefferson,A105,
Rob Walker,State Representative,33,,Jefferson,A105,
Robert James Douglas,State Representative,34,,Jefferson,A105,
Mary Lou Marzian,State Representative,34,,Jefferson,A105,
Donna D Lawlor,State Representative,35,,Jefferson,A105,
Lisa Willner,State Representative,35,,Jefferson,A105,
Jerry T Miller,State Representative,36,,Jefferson,A105,
Maurice M Sweeney,State Representative,36,,Jefferson,A105,
Katharine Sweeton-Windsor,State Representative,37,,Jefferson,A105,
Jeffery Martin Donohue,State Representative,37,,Jefferson,A105,
Karl Licht,State Representative,38,,Jefferson,A105,
McKenzie Cantrell,State Representative,38,,Jefferson,A105,
Joshua Neubert,State Representative,40,,Jefferson,A105,
Nima Kulkarni,State Representative,40,,Jefferson,A105,
Attica Woodson Scott,State Representative,41,,Jefferson,A105,
Judy Martin Stallard,State Representative,42,,Jefferson,A105,
Reginald K Meeks,State Representative,42,,Jefferson,A105,
Everett C Corley,State Representative,43,,Jefferson,A105,
Charles Booker,State Representative,43,,Jefferson,A105,
John Hicks,State Representative,43,,Jefferson,A105,
Margaret Adkins,State Representative,44,,Jefferson,A105,
Joni Jenkins,State Representative,44,,Jefferson,A105,
James Stansbury,State Representative,46,,Jefferson,A105,
"Alan ""Al"" Gentry",State Representative,46,,Jefferson,A105,
Ken Fleming,State Representative,48,,Jefferson,A105,
Maria Sorolis,State Representative,48,,Jefferson,A105,
,Ballots Cast,,,Jefferson,A107,410
,Straight Party,,REP,Jefferson,A107,82
,Straight Party,,DEM,Jefferson,A107,121
,Straight Party,,LIB,Jefferson,A107,0
,Straight Party,,AME,Jefferson,A107,7
Vickie Yates B Glisson,U.S. House,3,,Jefferson,A107,159
John A Yarmuth,U.S. House,3,,Jefferson,A107,245
Gregory Boles,U.S. House,3,,Jefferson,A107,4
Thomas Massie,U.S. House,4,,Jefferson,A107,
Seth Hall,U.S. House,4,,Jefferson,A107,
Mike Moffett,U.S. House,4,,Jefferson,A107,
Dennis L Parrett,State Senate,10,,Jefferson,A107,
Jimmy Higdon,State Senate,14,,Jefferson,A107,
Stephanie Compton,State Senate,14,,Jefferson,A107,
Paul R. Hornback,State Senate,20,,Jefferson,A107,
Dave Suetholz,State Senate,20,,Jefferson,A107,
Ernie Harris,State Senate,26,,Jefferson,A107,
Karen Berg,State Senate,26,,Jefferson,A107,
Jody Hurt,State Senate,26,,Jefferson,A107,
Julie Raque Adams,State Senate,36,,Jefferson,A107,
Sheri A Donahue,State Senate,36,,Jefferson,A107,
Dan Malano Seum,State Senate,38,,Jefferson,A107,
"Brenda Sue ""Susie"" Board",State Senate,38,,Jefferson,A107,
Charles W Miller,State Representative,28,,Jefferson,A107,313
Kevin D Bratcher,State Representative,29,,Jefferson,A107,
Ronel A Brown,State Representative,29,,Jefferson,A107,
Christina O'Connor,State Representative,30,,Jefferson,A107,
Tom Burch ,State Representative,30,,Jefferson,A107,
Leigh Boland Jones,State Representative,31,,Jefferson,A107,
Josie Raymond,State Representative,31,,Jefferson,A107,
Phil Moffett,State Representative,32,,Jefferson,A107,
Tina Bojanowski,State Representative,32,,Jefferson,A107,
Jason Michael Nemes,State Representative,33,,Jefferson,A107,
Rob Walker,State Representative,33,,Jefferson,A107,
Robert James Douglas,State Representative,34,,Jefferson,A107,
Mary Lou Marzian,State Representative,34,,Jefferson,A107,
Donna D Lawlor,State Representative,35,,Jefferson,A107,
Lisa Willner,State Representative,35,,Jefferson,A107,
Jerry T Miller,State Representative,36,,Jefferson,A107,
Maurice M Sweeney,State Representative,36,,Jefferson,A107,
Katharine Sweeton-Windsor,State Representative,37,,Jefferson,A107,
Jeffery Martin Donohue,State Representative,37,,Jefferson,A107,
Karl Licht,State Representative,38,,Jefferson,A107,
McKenzie Cantrell,State Representative,38,,Jefferson,A107,
Joshua Neubert,State Representative,40,,Jefferson,A107,
Nima Kulkarni,State Representative,40,,Jefferson,A107,
Attica Woodson Scott,State Representative,41,,Jefferson,A107,
Judy Martin Stallard,State Representative,42,,Jefferson,A107,
Reginald K Meeks,State Representative,42,,Jefferson,A107,
Everett C Corley,State Representative,43,,Jefferson,A107,
Charles Booker,State Representative,43,,Jefferson,A107,
John Hicks,State Representative,43,,Jefferson,A107,
Margaret Adkins,State Representative,44,,Jefferson,A107,
Joni Jenkins,State Representative,44,,Jefferson,A107,
James Stansbury,State Representative,46,,Jefferson,A107,
"Alan ""Al"" Gentry",State Representative,46,,Jefferson,A107,
Ken Fleming,State Representative,48,,Jefferson,A107,
Maria Sorolis,State Representative,48,,Jefferson,A107,
,Ballots Cast,,,Jefferson,A108,677
,Straight Party,,REP,Jefferson,A108,155
,Straight Party,,DEM,Jefferson,A108,179
,Straight Party,,LIB,Jefferson,A108,5
,Straight Party,,AME,Jefferson,A108,8
Vickie Yates B Glisson,U.S. House,3,,Jefferson,A108,300
John A Yarmuth,U.S. House,3,,Jefferson,A108,358
Gregory Boles,U.S. House,3,,Jefferson,A108,14
Thomas Massie,U.S. House,4,,Jefferson,A108,
Seth Hall,U.S. House,4,,Jefferson,A108,
Mike Moffett,U.S. House,4,,Jefferson,A108,
Dennis L Parrett,State Senate,10,,Jefferson,A108,
Jimmy Higdon,State Senate,14,,Jefferson,A108,
Stephanie Compton,State Senate,14,,Jefferson,A108,
Paul R. Hornback,State Senate,20,,Jefferson,A108,
