candidate,office,district,party,county,precinct,votes
,Ballots Cast,,,Greenup,Precinct A104,378
,Straight Party,,REP,Greenup,Precinct A104,86
,Straight Party,,DEM,Greenup,Precinct A104,51
,Straight Party,,LIB,Greenup,Precinct A104,4
Thomas Massie,U.S. House,4,,Greenup,Precinct A104,243
Seth Hall,U.S. House,4,,Greenup,Precinct A104,109
Mike Moffett,U.S. House,4,,Greenup,Precinct A104,11
David Goodwin (W),U.S. House,4,,Greenup,Precinct A104,0
Scott L Sharp,State Senate,18,,Greenup,Precinct A104,163
Robin L. Webb,State Senate,18,,Greenup,Precinct A104,211
Danny R. Bentley,State Representative,98,,Greenup,Precinct A104,203
R B McKenzie,State Representative,98,,Greenup,Precinct A104,162
,Ballots Cast,,,Greenup,Precinct A103,629
,Straight Party,,REP,Greenup,Precinct A103,102
,Straight Party,,DEM,Greenup,Precinct A103,91
,Straight Party,,LIB,Greenup,Precinct A103,5
Thomas Massie,U.S. House,4,,Greenup,Precinct A103,343
Seth Hall,U.S. House,4,,Greenup,Precinct A103,246
Mike Moffett,U.S. House,4,,Greenup,Precinct A103,14
David Goodwin (W),U.S. House,4,,Greenup,Precinct A103,0
Scott L Sharp,State Senate,18,,Greenup,Precinct A103,246
Robin L. Webb,State Senate,18,,Greenup,Precinct A103,365
Danny R. Bentley,State Representative,98,,Greenup,Precinct A103,307
R B McKenzie,State Representative,98,,Greenup,Precinct A103,309
,Ballots Cast,,,Greenup,Precinct A102,495
,Straight Party,,REP,Greenup,Precinct A102,86
,Straight Party,,DEM,Greenup,Precinct A102,70
,Straight Party,,LIB,Greenup,Precinct A102,3
Thomas Massie,U.S. House,4,,Greenup,Precinct A102,289
Seth Hall,U.S. House,4,,Greenup,Precinct A102,166
Mike Moffett,U.S. House,4,,Greenup,Precinct A102,11
David Goodwin (W),U.S. House,4,,Greenup,Precinct A102,0
Scott L Sharp,State Senate,18,,Greenup,Precinct A102,218
Robin L. Webb,State Senate,18,,Greenup,Precinct A102,266
Danny R. Bentley,State Representative,98,,Greenup,Precinct A102,257
R B McKenzie,State Representative,98,,Greenup,Precinct A102,226
,Ballots Cast,,,Greenup,Precinct A101,479
,Straight Party,,REP,Greenup,Precinct A101,99
,Straight Party,,DEM,Greenup,Precinct A101,63
,Straight Party,,LIB,Greenup,Precinct A101,4
Thomas Massie,U.S. House,4,,Greenup,Precinct A101,281
Seth Hall,U.S. House,4,,Greenup,Precinct A101,148
Mike Moffett,U.S. House,4,,Greenup,Precinct A101,15
David Goodwin (W),U.S. House,4,,Greenup,Precinct A101,0
Scott L Sharp,State Senate,18,,Greenup,Precinct A101,228
Robin L. Webb,State Senate,18,,Greenup,Precinct A101,241
Danny R. Bentley,State Representative,98,,Greenup,Precinct A101,260
R B McKenzie,State Representative,98,,Greenup,Precinct A101,209
,Ballots Cast,,,Greenup,Precinct AB,814
,Straight Party,,REP,Greenup,Precinct AB,146
,Straight Party,,DEM,Greenup,Precinct AB,128
,Straight Party,,LIB,Greenup,Precinct AB,0
Thomas Massie,U.S. House,4,,Greenup,Precinct AB,468
Seth Hall,U.S. House,4,,Greenup,Precinct AB,293
Mike Moffett,U.S. House,4,,Greenup,Precinct AB,14
David Goodwin (W),U.S. House,4,,Greenup,Precinct AB,0
Scott L Sharp,State Senate,18,,Greenup,Precinct AB,315
Robin L. Webb,State Senate,18,,Greenup,Precinct AB,476
Danny R. Bentley,State Representative,98,,Greenup,Precinct AB,409
R B McKenzie,State Representative,98,,Greenup,Precinct AB,386
,Ballots Cast,,,Greenup,Precinct A106,351
,Straight Party,,REP,Greenup,Precinct A106,45
,Straight Party,,DEM,Greenup,Precinct A106,54
,Straight Party,,LIB,Greenup,Precinct A106,5
Thomas Massie,U.S. House,4,,Greenup,Precinct A106,177
Seth Hall,U.S. House,4,,Greenup,Precinct A106,140
Mike Moffett,U.S. House,4,,Greenup,Precinct A106,7
David Goodwin (W),U.S. House,4,,Greenup,Precinct A106,0
Scott L Sharp,State Senate,18,,Greenup,Precinct A106,104
Robin L. Webb,State Senate,18,,Greenup,Precinct A106,233
Danny R. Bentley,State Representative,98,,Greenup,Precinct A106,145
R B McKenzie,State Representative,98,,Greenup,Precinct A106,194
,Ballots Cast,,,Greenup,Precinct A107,325
,Straight Party,,REP,Greenup,Precinct A107,48
,Straight Party,,DEM,Greenup,Precinct A107,45
,Straight Party,,LIB,Greenup,Precinct A107,2
Thomas Massie,U.S. House,4,,Greenup,Precinct A107,203
Seth Hall,U.S. House,4,,Greenup,Precinct A107,100
Mike Moffett,U.S. House,4,,Greenup,Precinct A107,5
David Goodwin (W),U.S. House,4,,Greenup,Precinct A107,0
Scott L Sharp,State Senate,18,,Greenup,Precinct A107,130
Robin L. Webb,State Senate,18,,Greenup,Precinct A107,187
Danny R. Bentley,State Representative,98,,Greenup,Precinct A107,173
R B McKenzie,State Representative,98,,Greenup,Precinct A107,142
,Ballots Cast,,,Greenup,Precinct A108,296
