candidate,office,district,party,county,precinct,votes
,Ballots Cast,,,Boone,Precinct AB,2543
,Straight Party,,REP,Boone,Precinct AB,990
,Straight Party,,DEM,Boone,Precinct AB,325
,Straight Party,,LIB,Boone,Precinct AB,9
Thomas Massie,U.S. House,4,,Boone,Precinct AB,1728
Seth Hall,U.S. House,4,,Boone,Precinct AB,732
Mike Moffett ,U.S. House,4,,Boone,Precinct AB,55
David Goodwin (W),U.S. House,4,,Boone,Precinct AB,0
Sal Santoro,State Representative,60,,Boone,Precinct AB,775
Jesse Parks,State Representative,60,,Boone,Precinct AB,321
Savannah Maddox,State Representative,61,,Boone,Precinct AB,34
Darrell L Link,State Representative,61,,Boone,Precinct AB,5
Diane St. Onge,State Representative,63,,Boone,Precinct AB,59
Josh Blair,State Representative,63,,Boone,Precinct AB,40
C Ed Massey,State Representative,66,,Boone,Precinct AB,649
Roberto Henriquez,State Representative,66,,Boone,Precinct AB,288
Lex Hannan,State Representative,66,,Boone,Precinct AB,23
Stacie Earl,State Representative,66,,Boone,Precinct AB,84
Brett Wesseling (W),State Representative,66,,Boone,Precinct AB,0
Adam Koenig,State Representative,69,,Boone,Precinct AB,134
Col Owens ,State Representative,69,,Boone,Precinct AB,97
,Ballots Cast,,,Boone,Precinct A102,327
,Straight Party,,REP,Boone,Precinct A102,139
,Straight Party,,DEM,Boone,Precinct A102,23
,Straight Party,,LIB,Boone,Precinct A102,3
Thomas Massie,U.S. House,4,,Boone,Precinct A102,256
Seth Hall,U.S. House,4,,Boone,Precinct A102,59
Mike Moffett ,U.S. House,4,,Boone,Precinct A102,7
David Goodwin (W),U.S. House,4,,Boone,Precinct A102,0
Sal Santoro,State Representative,60,,Boone,Precinct A102,240
Jesse Parks,State Representative,60,,Boone,Precinct A102,77
Savannah Maddox,State Representative,61,,Boone,Precinct A102,
Darrell L Link,State Representative,61,,Boone,Precinct A102,
Diane St. Onge,State Representative,63,,Boone,Precinct A102,
Josh Blair,State Representative,63,,Boone,Precinct A102,
C Ed Massey,State Representative,66,,Boone,Precinct A102,
Roberto Henriquez,State Representative,66,,Boone,Precinct A102,
Lex Hannan,State Representative,66,,Boone,Precinct A102,
Stacie Earl,State Representative,66,,Boone,Precinct A102,
Brett Wesseling (W),State Representative,66,,Boone,Precinct A102,
Adam Koenig,State Representative,69,,Boone,Precinct A102,
Col Owens ,State Representative,69,,Boone,Precinct A102,
,Ballots Cast,,,Boone,Precinct A103,847
,Straight Party,,REP,Boone,Precinct A103,266
,Straight Party,,DEM,Boone,Precinct A103,63
,Straight Party,,LIB,Boone,Precinct A103,2
Thomas Massie,U.S. House,4,,Boone,Precinct A103,607
Seth Hall,U.S. House,4,,Boone,Precinct A103,200
Mike Moffett ,U.S. House,4,,Boone,Precinct A103,34
David Goodwin (W),U.S. House,4,,Boone,Precinct A103,0
Sal Santoro,State Representative,60,,Boone,Precinct A103,
Jesse Parks,State Representative,60,,Boone,Precinct A103,
Savannah Maddox,State Representative,61,,Boone,Precinct A103,
Darrell L Link,State Representative,61,,Boone,Precinct A103,
Diane St. Onge,State Representative,63,,Boone,Precinct A103,
Josh Blair,State Representative,63,,Boone,Precinct A103,
C Ed Massey,State Representative,66,,Boone,Precinct A103,487
Roberto Henriquez,State Representative,66,,Boone,Precinct A103,160
Lex Hannan,State Representative,66,,Boone,Precinct A103,11
Stacie Earl,State Representative,66,,Boone,Precinct A103,183
Brett Wesseling (W),State Representative,66,,Boone,Precinct A103,0
Adam Koenig,State Representative,69,,Boone,Precinct A103,
Col Owens ,State Representative,69,,Boone,Precinct A103,
,Ballots Cast,,,Boone,Precinct A104,749
,Straight Party,,REP,Boone,Precinct A104,259
,Straight Party,,DEM,Boone,Precinct A104,66
,Straight Party,,LIB,Boone,Precinct A104,5
Thomas Massie,U.S. House,4,,Boone,Precinct A104,559
Seth Hall,U.S. House,4,,Boone,Precinct A104,153
Mike Moffett ,U.S. House,4,,Boone,Precinct A104,26
