county,precinct,precinct_name,registered_voters,reg_dem_voters,reg_rep_voters,reg_other_voters,reg_ind_voters,reg_lib_voters,reg_grn_voters,reg_const_voters,reg_reform_voters,reg_socwk_voters,reg_male_voters,reg_female_voters
Allen,D103,THIRTEEN,1232,410,730,66,24,2,0,0,0,0,620,612
Allen,E101,TEN,590,178,353,35,22,1,1,0,0,0,290,300
Allen,E102,ELEVEN,1363,482,766,82,27,4,2,0,0,0,643,720
Allen,E103,TWELVE,659,192,413,35,13,5,1,0,0,0,319,340
Anderson,A101,EAST LAWRENCEBURG,1172,659,433,50,29,1,0,0,0,0,553,619
Anderson,A102,DUNCAN,1520,820,567,87,43,1,1,1,0,0,709,811
Anderson,B101,WEST LAWRENCEBURG,1191,599,517,36,36,3,0,0,0,0,589,602
Anderson,B102,WEST DUNCAN,1984,1004,852,82,41,5,0,0,0,0,939,1045
Anderson,C101,LILLARD,1293,706,503,57,25,2,0,0,0,0,591,702
Anderson,C102,WITHERSPOON,1643,851,643,91,53,4,1,0,0,0,742,901
Anderson,D101,MCBRAYER,1219,599,534,59,25,2,0,0,0,0,596,623
Anderson,D102,SOUTH LILLARD,1667,807,719,88,46,6,1,0,0,0,763,904
Anderson,E101,ALTON,2179,1111,948,77,41,2,0,0,0,0,1055,1124
Anderson,E103,WEST ALTON,1097,539,497,37,22,1,1,0,0,0,540,557
Anderson,F101,HICKORY GROVE,1009,503,426,47,31,2,0,0,0,0,507,502
Anderson,F102,WESTERN,736,388,296,29,19,3,0,0,1,0,384,352
Anderson,F103,RUTHERFORD,475,276,159,23,17,0,0,0,0,0,241,234
Anderson,F104,BIRDIE,1096,560,446,61,27,1,1,0,0,0,571,525
Ballard,A101,BANDANA,394,258,120,9,7,0,0,0,0,0,194,200
Ballard,A102,KEVIL,995,616,333,34,10,2,0,0,0,0,455,540
Ballard,A103,INGLESIDE,184,126,48,8,2,0,0,0,0,0,86,98
Ballard,B101,LA CENTER,945,659,231,43,10,2,0,0,0,0,442,503
Ballard,B102,OSCAR,214,160,50,2,2,0,0,0,0,0,112,102
Ballard,C101,HINKLEVILLE,293,207,76,9,1,0,0,0,0,0,145,148
Ballard,C102,GAGE,400,254,123,14,7,2,0,0,0,0,195,205
Ballard,C103,LOVELACEVILLE,228,150,65,9,4,0,0,0,0,0,112,116
Ballard,C104,BLANDVILLE,448,295,131,16,6,0,0,0,0,0,230,218
Ballard,D101,BARLOW,901,623,223,34,14,5,2,0,0,0,430,471
Ballard,D102,SLATER,358,267,80,8,2,0,0,1,0,0,185,173
Ballard,E101,N. WICKLIFFE,697,480,163,39,12,1,1,1,0,0,322,375
Ballard,E102,S. WICKLIFFE,426,289,112,20,4,0,0,1,0,0,213,213
Barren,A101,GLASGOW #1,1196,640,484,33,35,2,2,0,0,0,520,676
Barren,A102,GLASGOW #2,1152,637,410,50,53,2,0,0,0,0,512,640
Barren,A103,GLASGOW #3,1579,795,642,86,52,4,0,0,0,0,695,884
Barren,A104,FOX HOLLOW,328,143,156,13,16,0,0,0,0,0,161,167
Barren,B101,HAYWOOD WEST,1438,660,699,35,40,2,1,1,0,0,677,761
Barren,B102,HAYWOOD EAST,1295,625,595,38,32,5,0,0,0,0,612,683
Barren,B103,THOMERSON PARK,649,275,328,22,23,1,0,0,0,0,316,333
Barren,B104,AUSTIN,1202,591,541,30,35,5,0,0,0,0,569,633
Barren,C101,EASTERN,799,374,387,21,17,0,0,0,0,0,393,406
Barren,C102,GREEN VALLEY,1064,474,526,39,21,3,0,1,0,0,520,544
Barren,C103,EIGHTY EIGHT,1037,470,501,39,25,2,0,0,0,0,494,543
Barren,C104,TEMPLE HILL,1204,516,613,27,47,0,0,1,0,0,591,613
Barren,D101,HISEVILLE-GOODNIGHT,1283,617,591,34,37,2,1,1,0,0,621,662
Barren,D102,GLASGOW MIDDLE SCHOOL,1899,896,902,46,50,2,2,1,0,0,924,975
Barren,D103,GLASGOW HIGH SCHOOL,1636,835,711,42,44,2,1,1,0,0,715,921
Barren,E101,EXTENSION SERVICE EAST,1134,578,489,33,29,4,1,0,0,0,543,591
Barren,E102,EXTENSION SERVICE WEST,856,426,362,41,24,1,2,0,0,0,394,462
Barren,E103,BECKTON,1211,609,531,35,33,2,0,1,0,0,601,610
Barren,E104,RED CROSS,1434,764,589,33,42,4,0,2,0,0,721,713
Barren,F101,CAVE CITY NORTH,1220,745,381,54,37,3,0,0,0,0,587,633
Barren,F102,CAVE CITY SOUTH,1607,886,590,73,54,2,2,0,0,0,766,841
Barren,F103,PARK CITY,1939,1023,754,80,78,4,0,0,0,0,950,988
Barren,G101,GLASGOW #4,2030,1012,843,77,85,10,3,0,0,0,924,1106
Barren,G102,GLASGOW #5,1138,590,445,44,53,3,3,0,0,0,499,639
Barren,G103,GLASGOW #6,1196,662,447,41,38,7,0,1,0,0,518,678
Bath,A101,SHARPSBURG NO. 1,374,273,76,21,4,0,0,0,0,0,182,192
Bath,A102,SHARPSBURG NO. 2,503,386,95,17,4,1,0,0,0,0,241,262
Bath,A103,BETHEL,406,321,68,12,4,1,0,0,0,0,192,214
Bath,A104,SOUTH SHERBURNE,301,215,76,9,1,0,0,0,0,0,154,147
Bath,A105,OWINGSVILLE NO. 1,1279,919,298,43,19,0,0,0,0,0,603,676
Bath,B102,OWINGSVILLE NO. 2,826,607,175,34,9,1,0,0,0,0,388,438
Bath,B103,OWINGSVILLE NO. 3,1702,1315,327,46,14,0,0,0,0,0,780,922
Bath,B104,PRESTON,990,705,240,37,6,1,0,0,1,0,502,488
Bath,C101,SALT LICK NO. 1,943,716,189,30,7,1,0,0,0,0,460,483
Bath,C102,SALT LICK NO. 2,995,762,174,48,11,0,0,0,0,0,488,507
Bath,C103,WHITE SULPHUR,571,450,92,23,6,0,0,0,0,0,286,285
Bath,C104,OLYMPIA,592,457,103,28,2,0,2,0,0,0,297,295
Bell,A101,PAGE,819,311,472,32,3,1,0,0,0,0,398,421
Bell,A102,BLACKMONT,698,375,300,21,2,0,0,0,0,0,355,343
Bell,A103,BROWNIES CREEK,526,170,345,9,2,0,0,0,0,0,255,271
Bell,A104,HUTCH,546,173,345,25,3,0,0,0,0,0,264,282
Bell,A105,MELDRUM,1013,395,550,61,7,0,0,0,0,0,455,558
Bell,B101,PINEVILLE EAST,482,244,218,17,3,0,0,0,0,0,220,262
Bell,B102,PINEVILLE CENTRAL,427,125,286,13,2,1,0,0,0,0,197,230
Bell,B103,PINEVILLE WEST,537,199,314,16,8,0,0,0,0,0,251,286
Bell,B104,ARJAY,764,442,305,15,2,0,0,0,0,0,388,376
Bell,B105,DORTON BRANCH,361,170,172,15,3,1,0,0,0,0,177,184
Bell,B106,BEVERLY,105,36,63,6,0,0,0,0,0,0,50,55
Bell,B107,RIGHT FORK,825,251,551,21,2,0,0,0,0,0,416,409
Bell,B108,STRAIGHT CREEK,518,265,239,11,2,1,0,0,0,0,245,273
Bell,C101,BINGHAMTOWN,757,302,396,49,8,2,0,0,0,0,350,407
Bell,C102,DORCHESTER,693,303,345,36,8,0,0,0,1,0,315,378
Bell,C103,NOETOWN,767,345,365,51,6,0,0,0,0,0,345,422
Bell,C104,JUNCTION,1103,489,534,64,15,1,0,0,0,0,477,626
Bell,C105,EDGEWOOD,1352,559,694,78,18,3,0,0,0,0,650,702
Bell,D101,CITY HALL,624,266,308,41,9,0,0,0,0,0,315,309
Bell,D102,EAST END,1189,539,556,74,19,1,0,0,0,0,506,683
Bell,D103,WINCHESTER,713,324,330,46,12,0,1,0,0,0,320,393
Bell,D104,SOUTHSIDE,550,295,215,33,5,1,1,0,0,0,251,299
Bell,D105,WEST CENTRAL,595,216,337,36,5,1,0,0,0,0,264,331
Bell,D106,EXETER,1034,443,525,62,4,0,0,0,0,0,464,570
Bell,E101,LAUREL A,909,363,507,35,4,0,0,0,0,0,434,475
Bell,E102,LAUREL B,436,121,300,13,2,0,0,0,0,0,204,232
Bell,E103,LONE JACK,622,260,334,21,7,0,0,0,0,0,305,317
Bell,E104,GREASY CREEK,809,318,467,18,6,0,0,0,0,0,389,420
Bell,E105,CLEAR CREEK,677,178,467,28,3,1,0,0,0,0,352,325
Bell,E106,SUTTY,760,264,465,30,1,0,0,0,0,0,389,371
Boone,A102,BELLEVIEW,763,219,442,67,29,6,0,0,0,0,396,367
Boone,A103,BULLITTSVILLE,1876,478,1160,153,70,12,2,1,0,0,934,942
Boone,A104,BURLINGTON #1,1850,529,1097,154,61,6,2,1,0,0,925,925
Boone,A105,BURLINGTON #2,909,228,565,76,38,1,0,0,0,1,458,451
Boone,A106,CARLTON,866,268,480,88,27,3,0,0,0,0,439,427
Boone,A107,CONSTANCE,858,290,430,99,31,6,2,0,0,0,426,432
Boone,A108,HEBRON #1,1902,599,1037,187,68,10,0,1,0,0,893,1009
Boone,A109,HEBRON #2,2096,712,1112,187,69,8,7,0,0,1,1040,1056
Boone,A110,PETERSBURG,980,292,550,104,27,6,0,1,0,0,476,504
Boone,A111,BURLINGTON #3,2137,757,1025,246,100,7,1,1,0,0,957,1180
Boone,A112,BURLINGTON #4,1212,362,673,127,40,10,0,0,0,0,578,634
Boone,A113,BURLINGTON #5,2206,761,1119,226,91,7,0,1,0,1,1028,1178
Boone,A114,HEBRON #3,2361,596,1461,177,113,13,1,0,0,0,1151,1210
Boone,A115,BURLINGTON #6,2216,740,1160,208,97,10,1,0,0,0,1065,1151
Boone,A116,BURLINGTON #7,1022,327,546,110,36,3,0,0,0,0,509,513
Boone,A117,HEBRON #4,2319,568,1466,172,105,7,0,1,0,0,1148,1171
Boone,A118,HAMILTON,1317,343,841,90,41,2,0,0,0,0,690,627
Boone,A119,LIMABURG,798,316,350,105,27,0,0,0,0,0,352,446
Boone,A120,BURLINGTON #8,2172,573,1346,167,72,10,3,0,0,1,1091,1081
Boone,A121,HEBRON 5,2518,619,1595,169,126,8,0,1,0,0,1256,1262
Boone,A122,BURLINGTON #9,1417,467,766,129,49,4,2,0,0,0,670,747
Boone,A123,CAMP ERNST,2025,616,1139,178,73,15,4,0,0,0,1008,1017
Boone,B114,BEAVER,1255,356,761,92,45,1,0,0,0,0,626,629
Boone,B115,GLENVIEW,979,269,569,87,51,3,0,0,0,0,454,525
Boone,B116,GREENVIEW,1383,437,753,131,51,8,3,0,0,0,687,696
Boone,B117,HOPEFUL,1987,655,1059,186,69,17,1,0,0,0,974,1013
Boone,B118,LINKVIEW,857,282,467,63,42,3,0,0,0,0,385,472
Boone,B119,OAKBROOK,1139,349,597,125,54,11,1,2,0,0,551,588
Boone,B120,PLEASANT VALLEY,1219,338,721,99,54,5,2,0,0,0,597,622
Boone,B121,RICHWOOD,2985,841,1781,226,119,13,5,0,0,0,1449,1536
Boone,B122,UNION # 1,1623,425,1011,122,58,3,3,1,0,0,828,795
Boone,B123,UNION # 2,2722,798,1591,202,118,11,1,1,0,0,1292,1430
Boone,B124,UNION # 3,1871,520,1111,158,72,9,1,0,0,0,921,950
Boone,B125,UNION # 4,2061,588,1185,169,98,17,4,0,0,0,1019,1042
Boone,B126,VERONA,1358,378,830,93,51,6,0,0,0,0,675,683
Boone,B127,WALTON #1,2138,656,1186,207,77,10,1,0,0,1,1047,1091
Boone,B128,WALTON #2,1655,509,909,157,68,9,3,0,0,0,776,879
Boone,B129,UNION 5,1855,468,1161,147,68,10,1,0,0,0,935,920
Boone,B130,UNION 6,2078,493,1362,135,83,4,1,0,0,0,992,1086
Boone,B131,SUMMITVIEW,1851,538,1084,163,52,12,2,0,0,0,883,968
Boone,B132,HEARTHSTONE,2211,638,1277,174,112,7,0,3,0,0,1079,1132
Boone,B133,FLORENCE #15,2098,631,1213,148,96,6,4,0,0,0,1000,1098
Boone,B134,KENSINGTON,1502,374,963,120,41,3,1,0,0,0,729,773
Boone,B135,UNION 7,1860,423,1242,91,98,3,2,1,0,0,942,918
Boone,C102,DEVON #1,2091,695,1104,193,83,11,1,3,1,0,1031,1060
Boone,C110,DEVON #2,2769,1136,1191,318,112,10,2,0,0,0,1205,1564
Boone,C117,DEVON #3,1269,370,741,110,45,2,1,0,0,0,610,659
Boone,C121,SHAMROCK,1962,775,903,189,88,5,0,2,0,0,933,1029
Boone,C123,AIRPORT,855,370,355,94,29,7,0,0,0,0,417,438
Boone,C124,FLORENCE #1,1879,860,744,194,73,7,0,0,0,1,839,1040
Boone,C125,FLORENCE #2,809,319,354,99,33,3,0,1,0,0,385,424
Boone,C126,FLORENCE #3,1016,498,356,115,39,6,1,1,0,0,471,545
Boone,C127,FLORENCE #4,1442,607,628,143,56,4,3,0,0,1,691,751
Boone,C128,FLORENCE #5,964,388,417,108,49,1,1,0,0,0,437,527
Boone,C129,FLORENCE #6,1078,439,469,117,46,7,0,0,0,0,516,562
Boone,C130,FLORENCE #7,1975,767,957,174,65,11,1,0,0,0,920,1055
Boone,C131,FLORENCE #8,2032,866,805,246,98,12,3,1,1,0,1003,1029
Boone,C132,FLORENCE # 9,1525,633,632,175,70,14,1,0,0,0,738,787
Boone,C133,FLORENCE # 10,836,339,350,107,37,2,0,0,0,1,398,438
Boone,C134,FLORENCE #11,2499,787,1386,204,107,13,2,0,0,0,1132,1367
Boone,C135,FLORENCE #12,1380,509,675,131,55,9,1,0,0,0,657,723
Boone,C136,FLORENCE #13,919,320,485,81,29,4,0,0,0,0,425,494
Boone,C137,FLORENCE #14,1923,655,1020,159,83,5,0,1,0,0,865,1058
Bourbon,B101,MILLERSBURG #1,1159,697,378,58,21,4,1,0,0,0,556,603
Bourbon,B103,PARIS #4,799,504,235,38,15,3,2,1,0,1,357,442
Bourbon,C101,FLAT ROCK,737,409,270,32,24,1,1,0,0,0,372,365
Bourbon,C102,PARIS #1,304,182,106,9,7,0,0,0,0,0,142,162
Bourbon,C103,PARIS 2,1077,673,310,68,20,5,1,0,0,0,506,571
Bourbon,D101,NORTH MIDDLETOWN,1199,698,405,55,38,0,3,0,0,0,580,619
Bourbon,D103,PARIS 3,749,472,218,38,20,1,0,0,0,0,346,403
Bourbon,E101,CLINTONVILLE,970,504,408,26,27,5,0,0,0,0,473,497
Bourbon,E103,PARIS 6,1041,699,278,34,29,1,0,0,0,0,430,611
Bourbon,F101,HUTCHISON 1,820,476,283,31,26,2,2,0,0,0,375,445
Bourbon,F102,HUTCHISON 2,1017,545,418,28,23,3,0,0,0,0,486,531
Bourbon,F103,HUTCHISON 3,527,247,233,24,23,0,0,0,0,0,248,279
Bourbon,G101,CENTERVILLE,1018,541,403,35,35,3,0,1,0,0,507,511
Bourbon,G102,PARIS #5,1170,749,322,60,38,1,0,0,0,0,521,649
Bourbon,H101,RUDDLES MILLS,1069,614,379,37,35,4,0,0,0,0,531,538
Bourbon,H102,PARIS #7,1126,831,215,48,29,2,1,0,0,0,497,629
Boyd,A101,CATLETTSBURG,1471,917,425,69,58,2,0,0,0,0,710,761
Boyd,A105,RUSH,577,275,266,16,18,1,1,0,0,0,276,301
Boyd,A106,ASHLAND OIL,690,372,269,19,27,3,0,0,0,0,343,347
Boyd,A107,ENGLAND HILL,1254,671,498,38,44,3,0,0,0,0,594,660
Boyd,A108,DURBIN,904,454,377,33,37,2,0,1,0,0,454,450
Boyd,A109,EAST FORK,562,295,230,16,21,0,0,0,0,0,276,286
Boyd,A110,ELMWOOD-HILL TOP,1125,622,373,64,65,1,0,0,0,0,525,600
Boyd,A111,GARTRELL,793,416,305,29,37,5,1,0,0,0,367,426
Boyd,A113,GARTIN,736,349,326,23,35,2,0,0,1,0,332,404
Boyd,A114,CARP,502,303,143,26,28,1,0,1,0,0,225,277
Boyd,A115,SOUTH ASHLAND,1017,520,392,58,42,3,2,0,0,0,441,576
Boyd,A116,RATCLIFF,730,417,257,23,31,2,0,0,0,0,330,400
Boyd,A118,FANNIN 1,1032,461,496,37,35,2,1,0,0,0,498,534
Boyd,A119,FANNIN 2,957,519,361,37,37,2,0,1,0,0,452,505
Boyd,A121,CANNONSBURG,1008,521,403,36,40,6,2,0,0,0,464,544
Boyd,A122,MARSH RUN,16,10,6,0,0,0,0,0,0,0,10,6
Boyd,B101,CENTRAL,1181,595,450,46,85,5,0,0,0,0,583,598
Boyd,B102,POLLARD,1118,622,363,56,72,5,0,0,0,0,445,673
Boyd,B103,LEWIS,1033,592,322,52,63,2,2,0,0,0,454,579
Boyd,B105,DEBORD-TANNERY,1078,567,364,65,75,7,0,0,0,0,526,552
Boyd,B106,BARBER,894,454,359,40,39,2,0,0,0,0,392,502
Boyd,B107,VINCENT,508,226,248,18,16,0,0,0,0,0,241,267
Boyd,B108,MT ADAMS,722,351,308,21,41,0,1,0,0,0,345,377
Boyd,B109,PRICHARD,1128,597,426,43,55,6,0,1,0,0,504,624
Boyd,B110,FOREST HILLS,998,500,393,36,62,5,1,1,0,0,468,530
Boyd,B114,BEECH,872,511,272,40,47,1,1,0,0,0,374,498
Boyd,B115,GRAYSON-SPRINGHILL,1133,534,508,42,43,5,1,0,0,0,513,620
Boyd,B116,AVONDALE,741,355,311,29,41,4,1,0,0,0,343,398
Boyd,B117,HILLENDALE,581,282,265,8,23,1,1,1,0,0,255,326
Boyd,B118,RICE # 1,712,366,281,31,32,2,0,0,0,0,353,359
Boyd,B119,RICE # 2,769,354,350,26,37,1,1,0,0,0,378,391
Boyd,B121,POAGE,789,347,369,31,38,3,1,0,0,0,385,404
Boyd,C102,PRINCESS,763,417,284,27,33,2,0,0,0,0,369,394
Boyd,C103,KYOVA,692,372,267,24,27,2,0,0,0,0,323,369
Boyd,C104,HOODS CREEK,1025,551,383,39,49,3,0,0,0,0,483,542
Boyd,C105,FAIRVIEW,844,478,274,34,53,5,0,0,0,0,404,440
Boyd,C106,BUCKLEY,872,488,304,32,45,2,1,0,0,0,423,449
Boyd,C107,WESTWOOD,680,375,216,39,47,3,0,0,0,0,338,342
Boyd,C108,MILLSEAT,841,437,321,27,51,4,1,0,0,0,408,433
Boyd,C109,MOORE,570,293,219,22,35,0,1,0,0,0,249,321
Boyd,C110,PYRAMID,8,3,4,1,0,0,0,0,0,0,4,4
Boyd,C111,WILLOW,219,104,101,5,8,1,0,0,0,0,101,118
Boyd,C112,SANDY CREEK,916,481,379,22,33,1,0,0,0,0,454,462
Boyd,C113,GREEN HILL,970,483,398,45,42,0,2,0,0,0,450,520
Boyd,C114,MEADS  1,1064,565,398,48,53,0,0,0,0,0,527,537
Boyd,C115,ROCKDALE-SUMMITT,1311,686,527,42,55,1,0,0,0,0,636,675
Boyd,C116,WINSLOW-IRONVILLE,1033,559,395,30,46,3,0,0,0,0,498,535
Boyd,C117,MEADS  2,666,301,320,23,22,0,0,0,0,0,309,357
Boyle,A101,WEST PERRYVILLE,859,475,333,33,17,1,0,0,0,0,413,446
Boyle,A102,EAST PERRYVILLE,991,523,415,40,11,2,0,0,0,0,474,517
Boyle,A103,MITCHELLSBURG,558,296,226,17,15,3,1,0,0,0,284,274
Boyle,A104,PARKSVILLE,869,429,392,39,8,1,0,0,0,0,418,451
Boyle,A105,BLUEGRASS,270,138,121,5,6,0,0,0,0,0,130,140
Boyle,B101,EAST PARKSVILLE,332,185,128,15,4,0,0,0,0,0,169,163
Boyle,B102,WEST JUNCTION CITY,837,453,314,48,22,0,0,0,0,0,414,423
Boyle,B103,JUNCTION CITY,1416,720,571,76,44,4,1,0,0,0,651,765
Boyle,B104,EAST JUNCTION CITY,1024,510,440,49,22,1,2,0,0,0,458,566
Boyle,C101,R. E. C. C.,1110,621,395,56,35,3,0,0,0,0,490,620
Boyle,C102,NAZARENE CHURCH,1194,673,425,69,24,2,0,1,0,0,530,664
Boyle,C103,PERRYVILLE ROAD,529,285,196,32,16,0,0,0,0,0,232,297
Boyle,C104,CLARKS RUN,892,556,254,63,17,2,0,0,0,0,370,522
Boyle,D101,INDIAN HILLS CHRISTIAN,1284,646,547,54,34,2,0,0,1,0,598,686
Boyle,D102,LEXINGTON RD,1333,552,691,58,30,2,0,0,0,0,662,671
Boyle,D103,LANCASTER ROAD,1169,527,554,42,42,4,0,0,0,0,557,612
Boyle,E101,DANVILLE HIGH SCHOOL,893,477,359,42,15,0,0,0,0,0,384,509
Boyle,E102,SS. PETER&PAUL CATHOLIC C,864,448,335,42,33,5,1,0,0,0,380,484
Boyle,E103,COURT HOUSE,668,379,205,50,29,4,1,0,0,0,308,360
Boyle,E104,CENTRE COLLEGE,893,516,250,60,59,6,1,0,0,1,451,440
Boyle,F101,LEX AVE BAPTIST CHURCH,924,533,311,49,26,3,2,0,0,0,394,530
Boyle,F102,STREAMLAND,711,344,326,27,11,1,2,0,0,0,331,380
Boyle,F103,BOYLE CO HIGH SCHOOL,1207,512,601,57,34,3,0,0,0,0,558,649
Boyle,F104,MILLENNIUM PARK,859,409,363,46,37,1,1,2,0,0,375,484
Boyle,F105,SHAKERTOWN,567,270,245,30,20,1,1,0,0,0,282,285
Bracken,A101,FOSTER,897,570,276,33,15,3,0,0,0,0,456,441
Bracken,B101,AUGUSTA W,778,508,204,35,29,2,0,0,0,0,387,391
Bracken,C101,AUGUSTA E,823,582,201,32,7,0,1,0,0,0,396,427
Bracken,D101,BERLIN,853,607,207,23,14,1,1,0,0,0,430,423
Bracken,E101,CHATHAM,759,552,178,23,6,0,0,0,0,0,380,379
Bracken,F101,BROOKSVILLE,812,598,189,20,4,0,1,0,0,0,361,451
Bracken,G101,MILFORD,834,537,260,26,11,0,0,0,0,0,421,413
Bracken,H101,GERMANTOWN,823,620,160,25,16,1,1,0,0,0,417,406
Breathitt,A101,COURTHOUSE,201,179,16,3,3,0,0,0,0,0,100,101
Breathitt,A102,VANCLEVE,842,685,123,25,8,1,0,0,0,0,421,421
Breathitt,A103,WAR CREEK,1023,836,145,28,12,2,0,0,0,0,497,526
Breathitt,A104,CITY #2,499,441,48,7,3,0,0,0,0,0,230,269
Breathitt,A105,BLANTON BRIDGE,469,429,31,8,1,0,0,0,0,0,224,245
Breathitt,B101,OAKDALE,419,336,64,15,3,1,0,0,0,0,190,229
Breathitt,B102,BIG ROCK,580,495,63,18,4,0,0,0,0,0,291,289
Breathitt,B103,SHOULDERBLADE,764,703,46,13,2,0,0,0,0,0,379,385
Breathitt,B104,TURNERS CREEK,575,535,32,3,5,0,0,0,0,0,283,292
Breathitt,B105,WOLFCOAL,573,522,36,12,3,0,0,0,0,0,277,296
Breathitt,C101,LOST CREEK,963,839,90,23,11,0,0,0,0,0,491,472
Breathitt,C102,CANEY SCHOOL,431,387,32,8,3,0,1,0,0,0,219,212
Breathitt,C103,QUICKSAND,703,621,62,12,7,1,0,0,0,0,357,346
Breathitt,C104,WHICK,518,460,42,11,5,0,0,0,0,0,265,253
Breathitt,C105,HAYS BRANCH,407,373,26,4,3,1,0,0,0,0,217,190
Breathitt,D101,ARMORY,264,245,17,1,1,0,0,0,0,0,129,135
Breathitt,D102,CITY SCHOOL,687,586,77,17,6,0,1,0,0,0,319,368
Breathitt,D103,STATE GARAGE,644,578,53,9,4,0,0,0,0,0,330,314
Breathitt,D104,HUNTING CREEK,372,327,39,4,1,1,0,0,0,0,181,191
Breathitt,D105,SPRING FORK,150,140,9,1,0,0,0,0,0,0,83,67
Breathitt,D106,CITY #1,607,521,64,17,4,1,0,0,0,0,267,340
Breckinridge,A101,HARDINSBURG #1,1553,705,761,33,47,7,0,0,0,0,693,860
Breckinridge,A102,HARDINSBURG #2,895,411,449,18,16,1,0,0,0,0,431,464
Breckinridge,B101,CLOVERPORT #1,861,432,387,17,22,3,0,0,0,0,430,431
Breckinridge,B102,CLOVERPORT #2,1017,499,450,35,32,0,1,0,0,0,488,529
Breckinridge,B103,MCQUADY,772,357,390,10,15,0,0,0,0,0,381,391
Breckinridge,C101,UNION STAR,1061,485,513,43,16,3,1,0,0,0,532,529
Breckinridge,C102,GARFIELD,1330,453,767,46,61,2,1,0,0,0,656,674
Breckinridge,D101,IRVINGTON #1,1099,546,483,39,27,4,0,0,0,0,522,577
Breckinridge,D102,IRVINGTON #2,964,470,418,38,33,2,1,2,0,0,459,505
Breckinridge,D103,BEWLEYVILLE,779,282,414,46,36,1,0,0,0,0,413,366
Breckinridge,E101,HUDSON,745,303,397,28,16,1,0,0,0,0,384,361
Breckinridge,E102,CUSTER,897,378,444,37,33,5,0,0,0,0,454,443
Breckinridge,E103,HARNED,699,269,397,15,18,0,0,0,0,0,340,359
Breckinridge,F101,MCDANIELS,1877,760,977,77,58,5,0,0,0,0,957,920
Breckinridge,F102,GLEN DEAN,457,192,235,17,13,0,0,0,0,0,238,219
Breckinridge,F103,WESTVIEW,490,215,255,6,14,0,0,0,0,0,237,253
Bullitt,A101,SHEPHERDSVILLE #1,283,123,128,22,9,1,0,0,0,0,138,145
Bullitt,A102,SHEPHERSDSVILLE #1A,1119,534,439,113,25,5,1,2,0,0,533,586
Bullitt,A103,SHEPHERDSVILLE #3,1340,570,591,130,44,5,0,0,0,0,620,720
Bullitt,A104,PLEASANT GROVE #4N,849,374,411,45,16,3,0,0,0,0,417,432
Bullitt,A105,CUPIO #13,1698,760,790,108,34,5,0,0,0,1,871,827
Bullitt,A106,SHEPHERDSVILLE #2A,2006,844,943,148,59,7,1,4,0,0,980,1026
Bullitt,A107,BROOKS #12,1816,813,847,113,40,3,0,0,0,0,908,908
Bullitt,A108,BROOKS #12A,911,431,353,86,34,6,0,1,0,0,426,485
Bullitt,A111,SHEPHERDSVILLE #3A,1742,800,698,196,42,6,0,0,0,0,780,962
Bullitt,A112,PLEASANT GROVE 4A,1465,628,712,79,43,1,1,1,0,0,726,739
